"Input","Output","Frequency","HarmonicUniformity","*Unraised","ID"
"abide-RAISER","abide-RAISER-UNRAISED-F","0","6.99518433493339e-05","1",""
"abide-RAISER","abide-RAISER-UNRAISED-B","0","0.999930048156651","1",""
"ablet-NON_RAISER","ablet-NON_RAISER-RAISED-F","0","3.97385951163929e-05","","1"
"ablet-NON_RAISER","ablet-NON_RAISER-RAISED-B","0","0.999960261404884","","1"
"ablet-NON_RAISER","ablet-NON_RAISER-UNRAISED-F","4","3.97385951163929e-05","",""
"ablet-NON_RAISER","ablet-NON_RAISER-UNRAISED-B","0","0.999960261404884","",""
"abont-NON_RAISER","abont-NON_RAISER-RAISED-F","0","0.999953531726618","","1"
"abont-NON_RAISER","abont-NON_RAISER-RAISED-B","0","4.64682733818389e-05","","1"
"abont-NON_RAISER","abont-NON_RAISER-UNRAISED-F","0","0.999953531726618","",""
"abont-NON_RAISER","abont-NON_RAISER-UNRAISED-B","40","4.64682733818389e-05","",""
"abroy-NON_RAISER","abroy-NON_RAISER-RAISED-F","0","0.999989409562764","","1"
"abroy-NON_RAISER","abroy-NON_RAISER-RAISED-B","0","1.05904372362797e-05","","1"
"abroy-NON_RAISER","abroy-NON_RAISER-UNRAISED-F","0","0.999989409562764","",""
"abroy-NON_RAISER","abroy-NON_RAISER-UNRAISED-B","117","1.05904372362797e-05","",""
"abruy-NON_RAISER","abruy-NON_RAISER-RAISED-F","0","0.999977720389155","","1"
"abruy-NON_RAISER","abruy-NON_RAISER-RAISED-B","0","2.22796108451107e-05","","1"
"abruy-NON_RAISER","abruy-NON_RAISER-UNRAISED-F","0","0.999977720389155","",""
"abruy-NON_RAISER","abruy-NON_RAISER-UNRAISED-B","50","2.22796108451107e-05","",""
"abzas-NON_RAISER","abzas-NON_RAISER-RAISED-F","0","0.999950281284749","","1"
"abzas-NON_RAISER","abzas-NON_RAISER-RAISED-B","0","4.9718715251168e-05","","1"
"abzas-NON_RAISER","abzas-NON_RAISER-UNRAISED-F","0","0.999950281284749","",""
"abzas-NON_RAISER","abzas-NON_RAISER-UNRAISED-B","16","4.9718715251168e-05","",""
"abzas-RAISER","abzas-RAISER-RAISED-F","0","0.999950281284749","","1"
"abzas-RAISER","abzas-RAISER-RAISED-B","1","4.9718715251168e-05","","1"
"abzas-RAISER","abzas-RAISER-UNRAISED-F","0","0.999950281284749","1",""
"abzas-RAISER","abzas-RAISER-UNRAISED-B","0","4.9718715251168e-05","1",""
"acha-NON_RAISER","acha-NON_RAISER-RAISED-F","0","0.999972666397649","","1"
"acha-NON_RAISER","acha-NON_RAISER-RAISED-B","0","2.73336023509652e-05","","1"
"acha-NON_RAISER","acha-NON_RAISER-UNRAISED-F","0","0.999972666397649","",""
"acha-NON_RAISER","acha-NON_RAISER-UNRAISED-B","3","2.73336023509652e-05","",""
"acha-RAISER","acha-RAISER-RAISED-F","0","0.999972666397649","","1"
"acha-RAISER","acha-RAISER-RAISED-B","7","2.73336023509652e-05","","1"
"acha-RAISER","acha-RAISER-UNRAISED-F","0","0.999972666397649","1",""
"acha-RAISER","acha-RAISER-UNRAISED-B","0","2.73336023509652e-05","1",""
"achal-NON_RAISER","achal-NON_RAISER-RAISED-F","0","0.999931358709387","","1"
"achal-NON_RAISER","achal-NON_RAISER-RAISED-B","0","6.8641290612792e-05","","1"
"achal-NON_RAISER","achal-NON_RAISER-UNRAISED-F","0","0.999931358709387","",""
"achal-NON_RAISER","achal-NON_RAISER-UNRAISED-B","8","6.8641290612792e-05","",""
"achal-RAISER","achal-RAISER-RAISED-F","0","0.999931358709387","","1"
"achal-RAISER","achal-RAISER-RAISED-B","3","6.8641290612792e-05","","1"
"achal-RAISER","achal-RAISER-UNRAISED-F","0","0.999931358709387","1",""
"achal-RAISER","achal-RAISER-UNRAISED-B","0","6.8641290612792e-05","1",""
"achquche-RAISER","achquche-RAISER-RAISED-F","2","0.899831403547981","","1"
"achquche-RAISER","achquche-RAISER-RAISED-B","19","0.100168596452019","","1"
"achquche-RAISER","achquche-RAISER-UNRAISED-F","0","0.899831403547981","1",""
"achquche-RAISER","achquche-RAISER-UNRAISED-B","0","0.100168596452019","1",""
"adalet-NON_RAISER","adalet-NON_RAISER-RAISED-F","0","2.21686461509882e-05","","1"
"adalet-NON_RAISER","adalet-NON_RAISER-RAISED-B","0","0.999977831353849","","1"
"adalet-NON_RAISER","adalet-NON_RAISER-UNRAISED-F","310","2.21686461509882e-05","",""
"adalet-NON_RAISER","adalet-NON_RAISER-UNRAISED-B","0","0.999977831353849","",""
"adalet-RAISER","adalet-RAISER-RAISED-F","16","2.21686461509882e-05","","1"
"adalet-RAISER","adalet-RAISER-RAISED-B","0","0.999977831353849","","1"
"adalet-RAISER","adalet-RAISER-UNRAISED-F","0","2.21686461509882e-05","1",""
"adalet-RAISER","adalet-RAISER-UNRAISED-B","0","0.999977831353849","1",""
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-RAISED-F","0","7.66741450164027e-05","","1"
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-RAISED-B","0","0.999923325854984","","1"
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-UNRAISED-F","6","7.66741450164027e-05","",""
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-UNRAISED-B","0","0.999923325854984","",""
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-RAISED-F","0","4.04195330104632e-05","","1"
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-RAISED-B","0","0.99995958046699","","1"
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-UNRAISED-F","188","4.04195330104632e-05","",""
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-UNRAISED-B","0","0.99995958046699","",""
"adash-NON_RAISER","adash-NON_RAISER-RAISED-F","0","0.999841147528813","","1"
"adash-NON_RAISER","adash-NON_RAISER-RAISED-B","0","0.00015885247118741","","1"
"adash-NON_RAISER","adash-NON_RAISER-UNRAISED-F","0","0.999841147528813","",""
"adash-NON_RAISER","adash-NON_RAISER-UNRAISED-B","4","0.00015885247118741","",""
"adawet-NON_RAISER","adawet-NON_RAISER-RAISED-F","0","6.25149657862271e-05","","1"
"adawet-NON_RAISER","adawet-NON_RAISER-RAISED-B","0","0.999937485034214","","1"
"adawet-NON_RAISER","adawet-NON_RAISER-UNRAISED-F","19","6.25149657862271e-05","",""
"adawet-NON_RAISER","adawet-NON_RAISER-UNRAISED-B","0","0.999937485034214","",""
"adawet-RAISER","adawet-RAISER-RAISED-F","1","6.25149657862271e-05","","1"
"adawet-RAISER","adawet-RAISER-RAISED-B","0","0.999937485034214","","1"
"adawet-RAISER","adawet-RAISER-UNRAISED-F","0","6.25149657862271e-05","1",""
"adawet-RAISER","adawet-RAISER-UNRAISED-B","0","0.999937485034214","1",""
"addiylash-NON_RAISER","addiylash-NON_RAISER-RAISED-F","0","0.999742671842227","","1"
"addiylash-NON_RAISER","addiylash-NON_RAISER-RAISED-B","0","0.000257328157772574","","1"
"addiylash-NON_RAISER","addiylash-NON_RAISER-UNRAISED-F","0","0.999742671842227","",""
"addiylash-NON_RAISER","addiylash-NON_RAISER-UNRAISED-B","1","0.000257328157772574","",""
"addiylash-RAISER","addiylash-RAISER-RAISED-F","0","0.999742671842227","","1"
"addiylash-RAISER","addiylash-RAISER-RAISED-B","1","0.000257328157772574","","1"
"addiylash-RAISER","addiylash-RAISER-UNRAISED-F","0","0.999742671842227","1",""
"addiylash-RAISER","addiylash-RAISER-UNRAISED-B","0","0.000257328157772574","1",""
"adem-NON_RAISER","adem-NON_RAISER-RAISED-F","0","0.000779563196605098","","1"
"adem-NON_RAISER","adem-NON_RAISER-RAISED-B","0","0.999220436803395","","1"
"adem-NON_RAISER","adem-NON_RAISER-UNRAISED-F","4969","0.000779563196605098","",""
"adem-NON_RAISER","adem-NON_RAISER-UNRAISED-B","4","0.999220436803395","",""
"ademiy-NON_RAISER","ademiy-NON_RAISER-RAISED-F","0","0.000118774002648977","","1"
"ademiy-NON_RAISER","ademiy-NON_RAISER-RAISED-B","0","0.999881225997351","","1"
"ademiy-NON_RAISER","ademiy-NON_RAISER-UNRAISED-F","6","0.000118774002648977","",""
"ademiy-NON_RAISER","ademiy-NON_RAISER-UNRAISED-B","0","0.999881225997351","",""
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-RAISED-F","0","0.000149943040795816","","1"
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-RAISED-B","0","0.999850056959204","","1"
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-UNRAISED-F","6","0.000149943040795816","",""
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-UNRAISED-B","0","0.999850056959204","",""
"ademxor-NON_RAISER","ademxor-NON_RAISER-RAISED-F","0","0.999539201186458","","1"
"ademxor-NON_RAISER","ademxor-NON_RAISER-RAISED-B","0","0.000460798813541552","","1"
"ademxor-NON_RAISER","ademxor-NON_RAISER-UNRAISED-F","0","0.999539201186458","",""
"ademxor-NON_RAISER","ademxor-NON_RAISER-UNRAISED-B","1","0.000460798813541552","",""
"ademzat-NON_RAISER","ademzat-NON_RAISER-RAISED-F","0","0.999952463861052","","1"
"ademzat-NON_RAISER","ademzat-NON_RAISER-RAISED-B","0","4.75361389478124e-05","","1"
"ademzat-NON_RAISER","ademzat-NON_RAISER-UNRAISED-F","0","0.999952463861052","",""
"ademzat-NON_RAISER","ademzat-NON_RAISER-UNRAISED-B","10","4.75361389478124e-05","",""
"adet-NON_RAISER","adet-NON_RAISER-RAISED-F","0","0.00257087185969047","","1"
"adet-NON_RAISER","adet-NON_RAISER-RAISED-B","0","0.997429128140309","","1"
"adet-NON_RAISER","adet-NON_RAISER-UNRAISED-F","1767","0.00257087185969047","",""
"adet-NON_RAISER","adet-NON_RAISER-UNRAISED-B","4","0.997429128140309","",""
"adet-RAISER","adet-RAISER-RAISED-F","115","0.00257087185969047","","1"
"adet-RAISER","adet-RAISER-RAISED-B","1","0.997429128140309","","1"
"adet-RAISER","adet-RAISER-UNRAISED-F","0","0.00257087185969047","1",""
"adet-RAISER","adet-RAISER-UNRAISED-B","0","0.997429128140309","1",""
"adiljan-NON_RAISER","adiljan-NON_RAISER-RAISED-F","0","0.999983011169578","","1"
"adiljan-NON_RAISER","adiljan-NON_RAISER-RAISED-B","0","1.69888304215604e-05","","1"
"adiljan-NON_RAISER","adiljan-NON_RAISER-UNRAISED-F","0","0.999983011169578","",""
"adiljan-NON_RAISER","adiljan-NON_RAISER-UNRAISED-B","2","1.69888304215604e-05","",""
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-RAISED-F","0","0.999993960785101","","1"
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-RAISED-B","0","6.03921489861214e-06","","1"
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-UNRAISED-F","0","0.999993960785101","",""
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-UNRAISED-B","394","6.03921489861214e-06","",""
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-RAISED-F","0","0.999986577004023","","1"
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-RAISED-B","0","1.34229959772858e-05","","1"
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-UNRAISED-F","0","0.999986577004023","",""
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-UNRAISED-B","110","1.34229959772858e-05","",""
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-RAISED-F","0","0.999943188848162","","1"
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-RAISED-B","0","5.68111518375325e-05","","1"
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-UNRAISED-F","0","0.999943188848162","",""
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-UNRAISED-B","43","5.68111518375325e-05","",""
"aghriqxana-RAISER","aghriqxana-RAISER-RAISED-F","0","0.999991522666003","","1"
"aghriqxana-RAISER","aghriqxana-RAISER-RAISED-B","9","8.47733399678141e-06","","1"
"aghriqxana-RAISER","aghriqxana-RAISER-UNRAISED-F","0","0.999991522666003","1",""
"aghriqxana-RAISER","aghriqxana-RAISER-UNRAISED-B","431","8.47733399678141e-06","1",""
"agronom-NON_RAISER","agronom-NON_RAISER-RAISED-F","0","0.999973807529182","","1"
"agronom-NON_RAISER","agronom-NON_RAISER-RAISED-B","0","2.61924708181427e-05","","1"
"agronom-NON_RAISER","agronom-NON_RAISER-UNRAISED-F","0","0.999973807529182","",""
"agronom-NON_RAISER","agronom-NON_RAISER-UNRAISED-B","16","2.61924708181427e-05","",""
"aha-RAISER","aha-RAISER-RAISED-F","1","0.294040036420379","","1"
"aha-RAISER","aha-RAISER-RAISED-B","0","0.705959963579621","","1"
"aha-RAISER","aha-RAISER-UNRAISED-F","0","0.294040036420379","1",""
"aha-RAISER","aha-RAISER-UNRAISED-B","0","0.705959963579621","1",""
"ahale-RAISER","ahale-RAISER-RAISED-F","1785","0.209002888218826","","1"
"ahale-RAISER","ahale-RAISER-RAISED-B","472","0.790997111781174","","1"
"ahale-RAISER","ahale-RAISER-UNRAISED-F","0","0.209002888218826","1",""
"ahale-RAISER","ahale-RAISER-UNRAISED-B","0","0.790997111781174","1",""
"ahanet-NON_RAISER","ahanet-NON_RAISER-RAISED-F","0","7.1686884209309e-05","","1"
"ahanet-NON_RAISER","ahanet-NON_RAISER-RAISED-B","0","0.999928313115791","","1"
"ahanet-NON_RAISER","ahanet-NON_RAISER-UNRAISED-F","13","7.1686884209309e-05","",""
"ahanet-NON_RAISER","ahanet-NON_RAISER-UNRAISED-B","0","0.999928313115791","",""
"ahanet-RAISER","ahanet-RAISER-RAISED-F","2","7.1686884209309e-05","","1"
"ahanet-RAISER","ahanet-RAISER-RAISED-B","0","0.999928313115791","","1"
"ahanet-RAISER","ahanet-RAISER-UNRAISED-F","0","7.1686884209309e-05","1",""
"ahanet-RAISER","ahanet-RAISER-UNRAISED-B","0","0.999928313115791","1",""
"ahang-NON_RAISER","ahang-NON_RAISER-RAISED-F","0","0.999903949645943","","1"
"ahang-NON_RAISER","ahang-NON_RAISER-RAISED-B","0","9.60503540567981e-05","","1"
"ahang-NON_RAISER","ahang-NON_RAISER-UNRAISED-F","0","0.999903949645943","",""
"ahang-NON_RAISER","ahang-NON_RAISER-UNRAISED-B","13","9.60503540567981e-05","",""
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-RAISED-F","0","0.999706227261973","","1"
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-RAISED-B","0","0.000293772738027331","","1"
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-UNRAISED-F","0","0.999706227261973","",""
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-UNRAISED-B","2","0.000293772738027331","",""
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-RAISED-F","0","0.999864535641065","","1"
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-RAISED-B","0","0.000135464358935189","","1"
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-UNRAISED-F","0","0.999864535641065","",""
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-UNRAISED-B","8","0.000135464358935189","",""
"ajizla-RAISER","ajizla-RAISER-RAISED-F","0","0.99986933661517","","1"
"ajizla-RAISER","ajizla-RAISER-RAISED-B","8","0.000130663384830254","","1"
"ajizla-RAISER","ajizla-RAISER-UNRAISED-F","0","0.99986933661517","1",""
"ajizla-RAISER","ajizla-RAISER-UNRAISED-B","0","0.000130663384830254","1",""
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-RAISED-F","0","0.999957881271342","","1"
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-RAISED-B","0","4.21187286582247e-05","","1"
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-UNRAISED-F","0","0.999957881271342","",""
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-UNRAISED-B","10","4.21187286582247e-05","",""
"ajizlash-RAISER","ajizlash-RAISER-RAISED-F","0","0.999957881271342","","1"
"ajizlash-RAISER","ajizlash-RAISER-RAISED-B","25","4.21187286582247e-05","","1"
"ajizlash-RAISER","ajizlash-RAISER-UNRAISED-F","0","0.999957881271342","1",""
"ajizlash-RAISER","ajizlash-RAISER-UNRAISED-B","0","4.21187286582247e-05","1",""
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-RAISED-F","0","0.999942407858714","","1"
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-RAISED-B","0","5.75921412863112e-05","","1"
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-UNRAISED-F","0","0.999942407858714","",""
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-UNRAISED-B","6","5.75921412863112e-05","",""
"ajizlat-RAISER","ajizlat-RAISER-RAISED-F","0","0.999942407858714","","1"
"ajizlat-RAISER","ajizlat-RAISER-RAISED-B","26","5.75921412863112e-05","","1"
"ajizlat-RAISER","ajizlat-RAISER-UNRAISED-F","0","0.999942407858714","1",""
"ajizlat-RAISER","ajizlat-RAISER-UNRAISED-B","0","5.75921412863112e-05","1",""
"ajral-NON_RAISER","ajral-NON_RAISER-RAISED-F","0","0.9999684334938","","1"
"ajral-NON_RAISER","ajral-NON_RAISER-RAISED-B","0","3.15665061999537e-05","","1"
"ajral-NON_RAISER","ajral-NON_RAISER-UNRAISED-F","0","0.9999684334938","",""
"ajral-NON_RAISER","ajral-NON_RAISER-UNRAISED-B","101","3.15665061999537e-05","",""
"ajrash-NON_RAISER","ajrash-NON_RAISER-RAISED-F","0","0.99990942281114","","1"
"ajrash-NON_RAISER","ajrash-NON_RAISER-RAISED-B","0","9.05771888600748e-05","","1"
"ajrash-NON_RAISER","ajrash-NON_RAISER-UNRAISED-F","0","0.99990942281114","",""
"ajrash-NON_RAISER","ajrash-NON_RAISER-UNRAISED-B","1","9.05771888600748e-05","",""
"ajrash-RAISER","ajrash-RAISER-RAISED-F","0","0.99990942281114","","1"
"ajrash-RAISER","ajrash-RAISER-RAISED-B","11","9.05771888600748e-05","","1"
"ajrash-RAISER","ajrash-RAISER-UNRAISED-F","0","0.99990942281114","1",""
"ajrash-RAISER","ajrash-RAISER-UNRAISED-B","0","9.05771888600748e-05","1",""
"ajrat-NON_RAISER","ajrat-NON_RAISER-RAISED-F","0","0.999971088790267","","1"
"ajrat-NON_RAISER","ajrat-NON_RAISER-RAISED-B","0","2.89112097331401e-05","","1"
"ajrat-NON_RAISER","ajrat-NON_RAISER-UNRAISED-F","0","0.999971088790267","",""
"ajrat-NON_RAISER","ajrat-NON_RAISER-UNRAISED-B","38","2.89112097331401e-05","",""
"ajrat-RAISER","ajrat-RAISER-RAISED-F","0","0.999971088790267","","1"
"ajrat-RAISER","ajrat-RAISER-RAISED-B","24","2.89112097331401e-05","","1"
"ajrat-RAISER","ajrat-RAISER-UNRAISED-F","0","0.999971088790267","1",""
"ajrat-RAISER","ajrat-RAISER-UNRAISED-B","0","2.89112097331401e-05","1",""
"akadémiye-RAISER","akadémiye-RAISER-RAISED-F","93","3.29836520254048e-05","","1"
"akadémiye-RAISER","akadémiye-RAISER-RAISED-B","0","0.999967016347975","","1"
"akadémiye-RAISER","akadémiye-RAISER-UNRAISED-F","150","3.29836520254048e-05","1",""
"akadémiye-RAISER","akadémiye-RAISER-UNRAISED-B","0","0.999967016347975","1",""
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-RAISED-F","0","0.999888011472544","","1"
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-RAISED-B","0","0.000111988527455975","","1"
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-UNRAISED-F","0","0.999888011472544","",""
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-UNRAISED-B","4","0.000111988527455975","",""
"aksi'oma-RAISER","aksi'oma-RAISER-RAISED-F","0","0.999672591891407","","1"
"aksi'oma-RAISER","aksi'oma-RAISER-RAISED-B","2","0.000327408108593219","","1"
"aksi'oma-RAISER","aksi'oma-RAISER-UNRAISED-F","0","0.999672591891407","1",""
"aksi'oma-RAISER","aksi'oma-RAISER-UNRAISED-B","0","0.000327408108593219","1",""
"aksioma-RAISER","aksioma-RAISER-RAISED-F","0","0.999773764284124","","1"
"aksioma-RAISER","aksioma-RAISER-RAISED-B","1","0.000226235715876211","","1"
"aksioma-RAISER","aksioma-RAISER-UNRAISED-F","0","0.999773764284124","1",""
"aksioma-RAISER","aksioma-RAISER-UNRAISED-B","0","0.000226235715876211","1",""
"akula-RAISER","akula-RAISER-RAISED-F","0","0.999773764284124","","1"
"akula-RAISER","akula-RAISER-RAISED-B","1","0.000226235715876211","","1"
"akula-RAISER","akula-RAISER-UNRAISED-F","0","0.999773764284124","1",""
"akula-RAISER","akula-RAISER-UNRAISED-B","0","0.000226235715876211","1",""
"ala-RAISER","ala-RAISER-RAISED-F","2","0.928727956344342","","1"
"ala-RAISER","ala-RAISER-RAISED-B","23","0.0712720436556583","","1"
"ala-RAISER","ala-RAISER-UNRAISED-F","0","0.928727956344342","1",""
"ala-RAISER","ala-RAISER-UNRAISED-B","0","0.0712720436556583","1",""
"alahide-RAISER","alahide-RAISER-RAISED-F","282","6.24898941936593e-05","","1"
"alahide-RAISER","alahide-RAISER-RAISED-B","0","0.999937510105806","","1"
"alahide-RAISER","alahide-RAISER-UNRAISED-F","0","6.24898941936593e-05","1",""
"alahide-RAISER","alahide-RAISER-UNRAISED-B","0","0.999937510105806","1",""
"alataw-NON_RAISER","alataw-NON_RAISER-RAISED-F","0","0.99996610434993","","1"
"alataw-NON_RAISER","alataw-NON_RAISER-RAISED-B","0","3.38956500701704e-05","","1"
"alataw-NON_RAISER","alataw-NON_RAISER-UNRAISED-F","0","0.99996610434993","",""
