"Input","Output","Frequency","VAgreeSurface","VAgreeUnderlying","HarmonicUniformity","*Unraised","ID"
"adawet-RAISER","adawet-RAISER-RAISED-B","0","","1","0.992160982181577","","1"
"adawet-RAISER","adawet-RAISER-UNRAISED-F","0","","","0.00783901781842346","1",""
"adawet-RAISER","adawet-RAISER-UNRAISED-B","0","1","1","0.992160982181577","1",""
"addiylash-NON_RAISER","addiylash-NON_RAISER-RAISED-F","0","1","1","0.964625667669472","","1"
"addiylash-NON_RAISER","addiylash-NON_RAISER-RAISED-B","0","","","0.0353743323305281","","1"
"addiylash-NON_RAISER","addiylash-NON_RAISER-UNRAISED-F","0","1","1","0.964625667669472","",""
"addiylash-NON_RAISER","addiylash-NON_RAISER-UNRAISED-B","1","","","0.0353743323305281","",""
"addiylash-RAISER","addiylash-RAISER-RAISED-F","0","1","1","0.964625667669472","","1"
"addiylash-RAISER","addiylash-RAISER-RAISED-B","1","","","0.0353743323305281","","1"
"addiylash-RAISER","addiylash-RAISER-UNRAISED-F","0","1","1","0.964625667669472","1",""
"addiylash-RAISER","addiylash-RAISER-UNRAISED-B","0","","","0.0353743323305281","1",""
"adem-NON_RAISER","adem-NON_RAISER-RAISED-F","0","1","","0.000643498188648814","","1"
"adem-NON_RAISER","adem-NON_RAISER-RAISED-B","0","","1","0.999356501811351","","1"
"adem-NON_RAISER","adem-NON_RAISER-UNRAISED-F","4969","","","0.000643498188648814","",""
"adem-NON_RAISER","adem-NON_RAISER-UNRAISED-B","4","1","1","0.999356501811351","",""
"ademiy-NON_RAISER","ademiy-NON_RAISER-RAISED-F","0","1","","0.0208189306246011","","1"
"ademiy-NON_RAISER","ademiy-NON_RAISER-RAISED-B","0","","1","0.979181069375399","","1"
"ademiy-NON_RAISER","ademiy-NON_RAISER-UNRAISED-F","6","","","0.0208189306246011","",""
"ademiy-NON_RAISER","ademiy-NON_RAISER-UNRAISED-B","0","1","1","0.979181069375399","",""
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-RAISED-F","0","","","0.0321105810809302","","1"
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-RAISED-B","0","1","1","0.96788941891907","","1"
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-UNRAISED-F","6","","","0.0321105810809302","",""
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-UNRAISED-B","0","1","1","0.96788941891907","",""
"ademxor-NON_RAISER","ademxor-NON_RAISER-RAISED-F","0","","1","0.970769408165929","","1"
"ademxor-NON_RAISER","ademxor-NON_RAISER-RAISED-B","0","1","","0.0292305918340713","","1"
"ademxor-NON_RAISER","ademxor-NON_RAISER-UNRAISED-F","0","1","1","0.970769408165929","",""
"ademxor-NON_RAISER","ademxor-NON_RAISER-UNRAISED-B","1","","","0.0292305918340713","",""
"ademzat-NON_RAISER","ademzat-NON_RAISER-RAISED-F","0","","1","0.99518027978651","","1"
"ademzat-NON_RAISER","ademzat-NON_RAISER-RAISED-B","0","1","","0.00481972021348975","","1"
"ademzat-NON_RAISER","ademzat-NON_RAISER-UNRAISED-F","0","1","1","0.99518027978651","",""
"ademzat-NON_RAISER","ademzat-NON_RAISER-UNRAISED-B","10","","","0.00481972021348975","",""
"adet-NON_RAISER","adet-NON_RAISER-RAISED-F","0","1","","0.00189503424539373","","1"
"adet-NON_RAISER","adet-NON_RAISER-RAISED-B","0","","1","0.998104965754606","","1"
"adet-NON_RAISER","adet-NON_RAISER-UNRAISED-F","1767","","","0.00189503424539373","",""
"adet-NON_RAISER","adet-NON_RAISER-UNRAISED-B","4","1","1","0.998104965754606","",""
"adet-RAISER","adet-RAISER-RAISED-F","115","1","","0.00189503424539373","","1"
"adet-RAISER","adet-RAISER-RAISED-B","1","","1","0.998104965754606","","1"
"adet-RAISER","adet-RAISER-UNRAISED-F","0","","","0.00189503424539373","1",""
"adet-RAISER","adet-RAISER-UNRAISED-B","0","1","1","0.998104965754606","1",""
"adiljan-NON_RAISER","adiljan-NON_RAISER-RAISED-F","0","1","1","0.997910543222642","","1"
"adiljan-NON_RAISER","adiljan-NON_RAISER-RAISED-B","0","","","0.00208945677735828","","1"
"adiljan-NON_RAISER","adiljan-NON_RAISER-UNRAISED-F","0","1","1","0.997910543222642","",""
"adiljan-NON_RAISER","adiljan-NON_RAISER-UNRAISED-B","2","","","0.00208945677735828","",""
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-RAISED-F","0","1","1","0.999036148948992","","1"
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-RAISED-B","0","","","0.000963851051007603","","1"
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-UNRAISED-F","0","1","1","0.999036148948992","",""
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-UNRAISED-B","394","","","0.000963851051007603","",""
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-RAISED-F","0","1","1","0.998208833111247","","1"
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-RAISED-B","0","","","0.00179116688875303","","1"
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-UNRAISED-F","0","1","1","0.998208833111247","",""
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-UNRAISED-B","110","","","0.00179116688875303","",""
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-RAISED-F","0","1","1","0.994169519120006","","1"
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-RAISED-B","0","","","0.00583048087999438","","1"
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-UNRAISED-F","0","1","1","0.994169519120006","",""
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-UNRAISED-B","43","","","0.00583048087999438","",""
"aghriqxana-RAISER","aghriqxana-RAISER-RAISED-F","0","1","1","0.998678342130276","","1"
"aghriqxana-RAISER","aghriqxana-RAISER-RAISED-B","9","","","0.0013216578697236","","1"
"aghriqxana-RAISER","aghriqxana-RAISER-UNRAISED-F","0","1","1","0.998678342130276","1",""
"aghriqxana-RAISER","aghriqxana-RAISER-UNRAISED-B","431","","","0.0013216578697236","1",""
"agronom-NON_RAISER","agronom-NON_RAISER-RAISED-F","0","1","1","0.997014756219764","","1"
"agronom-NON_RAISER","agronom-NON_RAISER-RAISED-B","0","","","0.00298524378023557","","1"
"agronom-NON_RAISER","agronom-NON_RAISER-UNRAISED-F","0","1","1","0.997014756219764","",""
"agronom-NON_RAISER","agronom-NON_RAISER-UNRAISED-B","16","","","0.00298524378023557","",""
"aha-RAISER","aha-RAISER-RAISED-F","1","1","1","0.964418752625147","","1"
"aha-RAISER","aha-RAISER-RAISED-B","0","","","0.0355812473748527","","1"
"aha-RAISER","aha-RAISER-UNRAISED-F","0","1","1","0.964418752625147","1",""
"aha-RAISER","aha-RAISER-UNRAISED-B","0","","","0.0355812473748527","1",""
"ahale-RAISER","ahale-RAISER-RAISED-F","1785","1","","0.012365163329064","","1"
"ahale-RAISER","ahale-RAISER-RAISED-B","472","","1","0.987634836670936","","1"
"ahale-RAISER","ahale-RAISER-UNRAISED-F","0","","","0.012365163329064","1",""
"ahale-RAISER","ahale-RAISER-UNRAISED-B","0","1","1","0.987634836670936","1",""
"ahanet-NON_RAISER","ahanet-NON_RAISER-RAISED-F","0","1","","0.00972918250634141","","1"
"ahanet-NON_RAISER","ahanet-NON_RAISER-RAISED-B","0","","1","0.990270817493659","","1"
"ahanet-NON_RAISER","ahanet-NON_RAISER-UNRAISED-F","13","","","0.00972918250634141","",""
"ahanet-NON_RAISER","ahanet-NON_RAISER-UNRAISED-B","0","1","1","0.990270817493659","",""
"ahanet-RAISER","ahanet-RAISER-RAISED-F","2","1","","0.00972918250634141","","1"
"ahanet-RAISER","ahanet-RAISER-RAISED-B","0","","1","0.990270817493659","","1"
"ahanet-RAISER","ahanet-RAISER-UNRAISED-F","0","","","0.00972918250634141","1",""
"ahanet-RAISER","ahanet-RAISER-UNRAISED-B","0","1","1","0.990270817493659","1",""
"ahang-NON_RAISER","ahang-NON_RAISER-RAISED-F","0","1","1","0.991383695644325","","1"
"ahang-NON_RAISER","ahang-NON_RAISER-RAISED-B","0","","","0.00861630435567451","","1"
"ahang-NON_RAISER","ahang-NON_RAISER-UNRAISED-F","0","1","1","0.991383695644325","",""
"ahang-NON_RAISER","ahang-NON_RAISER-UNRAISED-B","13","","","0.00861630435567451","",""
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-RAISED-F","0","1","1","0.979408230061788","","1"
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-RAISED-B","0","","","0.0205917699382119","","1"
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-UNRAISED-F","0","1","1","0.979408230061788","",""
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-UNRAISED-B","2","","","0.0205917699382119","",""
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-RAISED-F","0","1","1","0.988713839245144","","1"
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-RAISED-B","0","","","0.0112861607548556","","1"
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-UNRAISED-F","0","1","1","0.988713839245144","",""
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-UNRAISED-B","8","","","0.0112861607548556","",""
"ajizla-RAISER","ajizla-RAISER-RAISED-F","0","1","1","0.971702605789317","","1"
"ajizla-RAISER","ajizla-RAISER-RAISED-B","8","","","0.0282973942106833","","1"
"ajizla-RAISER","ajizla-RAISER-UNRAISED-F","0","1","1","0.971702605789317","1",""
"ajizla-RAISER","ajizla-RAISER-UNRAISED-B","0","","","0.0282973942106833","1",""
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-RAISED-F","0","1","1","0.989996940175467","","1"
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-RAISED-B","0","","","0.0100030598245328","","1"
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-UNRAISED-F","0","1","1","0.989996940175467","",""
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-UNRAISED-B","10","","","0.0100030598245328","",""
"ajizlash-RAISER","ajizlash-RAISER-RAISED-F","0","1","1","0.989996940175467","","1"
"ajizlash-RAISER","ajizlash-RAISER-RAISED-B","25","","","0.0100030598245328","","1"
"ajizlash-RAISER","ajizlash-RAISER-UNRAISED-F","0","1","1","0.989996940175467","1",""
"ajizlash-RAISER","ajizlash-RAISER-UNRAISED-B","0","","","0.0100030598245328","1",""
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-RAISED-F","0","1","1","0.986312313350374","","1"
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-RAISED-B","0","","","0.0136876866496264","","1"
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-UNRAISED-F","0","1","1","0.986312313350374","",""
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-UNRAISED-B","6","","","0.0136876866496264","",""
"ajizlat-RAISER","ajizlat-RAISER-RAISED-F","0","1","1","0.986312313350374","","1"
"ajizlat-RAISER","ajizlat-RAISER-RAISED-B","26","","","0.0136876866496264","","1"
"ajizlat-RAISER","ajizlat-RAISER-UNRAISED-F","0","1","1","0.986312313350374","1",""
"ajizlat-RAISER","ajizlat-RAISER-UNRAISED-B","0","","","0.0136876866496264","1",""
"ajral-NON_RAISER","ajral-NON_RAISER-RAISED-F","0","1","1","0.99629140940033","","1"
"ajral-NON_RAISER","ajral-NON_RAISER-RAISED-B","0","","","0.00370859059967021","","1"
"ajral-NON_RAISER","ajral-NON_RAISER-UNRAISED-F","0","1","1","0.99629140940033","",""
"ajral-NON_RAISER","ajral-NON_RAISER-UNRAISED-B","101","","","0.00370859059967021","",""
"ajrash-NON_RAISER","ajrash-NON_RAISER-RAISED-F","0","1","1","0.980366959166285","","1"
"ajrash-NON_RAISER","ajrash-NON_RAISER-RAISED-B","0","","","0.0196330408337146","","1"
"ajrash-NON_RAISER","ajrash-NON_RAISER-UNRAISED-F","0","1","1","0.980366959166285","",""
"ajrash-NON_RAISER","ajrash-NON_RAISER-UNRAISED-B","1","","","0.0196330408337146","",""
"ajrash-RAISER","ajrash-RAISER-RAISED-F","0","1","1","0.980366959166285","","1"
"ajrash-RAISER","ajrash-RAISER-RAISED-B","11","","","0.0196330408337146","","1"
"ajrash-RAISER","ajrash-RAISER-UNRAISED-F","0","1","1","0.980366959166285","1",""
"ajrash-RAISER","ajrash-RAISER-UNRAISED-B","0","","","0.0196330408337146","1",""
"ajrat-NON_RAISER","ajrat-NON_RAISER-RAISED-F","0","1","1","0.993446426667556","","1"
"ajrat-NON_RAISER","ajrat-NON_RAISER-RAISED-B","0","","","0.00655357333244366","","1"
"ajrat-NON_RAISER","ajrat-NON_RAISER-UNRAISED-F","0","1","1","0.993446426667556","",""
"ajrat-NON_RAISER","ajrat-NON_RAISER-UNRAISED-B","38","","","0.00655357333244366","",""
"ajrat-RAISER","ajrat-RAISER-RAISED-F","0","1","1","0.993446426667556","","1"
"ajrat-RAISER","ajrat-RAISER-RAISED-B","24","","","0.00655357333244366","","1"
"ajrat-RAISER","ajrat-RAISER-UNRAISED-F","0","1","1","0.993446426667556","1",""
"ajrat-RAISER","ajrat-RAISER-UNRAISED-B","0","","","0.00655357333244366","1",""
"akadémiye-RAISER","akadémiye-RAISER-RAISED-F","93","1","","0.00515743266625532","","1"
"akadémiye-RAISER","akadémiye-RAISER-RAISED-B","0","","1","0.994842567333745","","1"
"akadémiye-RAISER","akadémiye-RAISER-UNRAISED-F","150","","","0.00515743266625532","1",""
"akadémiye-RAISER","akadémiye-RAISER-UNRAISED-B","0","1","1","0.994842567333745","1",""
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-RAISED-F","0","1","1","0.990448496131599","","1"
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-RAISED-B","0","","","0.00955150386840087","","1"
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-UNRAISED-F","0","1","1","0.990448496131599","",""
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-UNRAISED-B","4","","","0.00955150386840087","",""
"aksi'oma-RAISER","aksi'oma-RAISER-RAISED-F","0","1","1","0.953404342373283","","1"
"aksi'oma-RAISER","aksi'oma-RAISER-RAISED-B","2","","","0.0465956576267166","","1"
"aksi'oma-RAISER","aksi'oma-RAISER-UNRAISED-F","0","1","1","0.953404342373283","1",""
"aksi'oma-RAISER","aksi'oma-RAISER-UNRAISED-B","0","","","0.0465956576267166","1",""
"aksioma-RAISER","aksioma-RAISER-RAISED-F","0","1","1","0.974797636096978","","1"
"aksioma-RAISER","aksioma-RAISER-RAISED-B","1","","","0.0252023639030224","","1"
