"Input","Output","Frequency","VAgreeSurface","VAgreeUnderlying","HarmonicUniformity","*Unraised","ID"
"abont-NON_RAISER","abont-NON_RAISER-RAISED-F","0","1","1","0.999947271993993","","1"
"abont-NON_RAISER","abont-NON_RAISER-RAISED-B","0","","","5.27280060065305e-05","","1"
"abont-NON_RAISER","abont-NON_RAISER-UNRAISED-F","0","1","1","0.999947271993993","",""
"abont-NON_RAISER","abont-NON_RAISER-UNRAISED-B","40","","","5.27280060065305e-05","",""
"abroy-NON_RAISER","abroy-NON_RAISER-RAISED-F","0","1","1","0.999987496385343","","1"
"abroy-NON_RAISER","abroy-NON_RAISER-RAISED-B","0","","","1.25036146566559e-05","","1"
"abroy-NON_RAISER","abroy-NON_RAISER-UNRAISED-F","0","1","1","0.999987496385343","",""
"abroy-NON_RAISER","abroy-NON_RAISER-UNRAISED-B","119","","","1.25036146566559e-05","",""
"abruy-NON_RAISER","abruy-NON_RAISER-RAISED-F","0","1","1","0.999974191924507","","1"
"abruy-NON_RAISER","abruy-NON_RAISER-RAISED-B","0","","","2.58080754926837e-05","","1"
"abruy-NON_RAISER","abruy-NON_RAISER-UNRAISED-F","0","1","1","0.999974191924507","",""
"abruy-NON_RAISER","abruy-NON_RAISER-UNRAISED-B","51","","","2.58080754926837e-05","",""
"abzas-NON_RAISER","abzas-NON_RAISER-RAISED-F","0","1","1","0.999943473282025","","1"
"abzas-NON_RAISER","abzas-NON_RAISER-RAISED-B","0","","","5.65267179750695e-05","","1"
"abzas-NON_RAISER","abzas-NON_RAISER-UNRAISED-F","0","1","1","0.999943473282025","",""
"abzas-NON_RAISER","abzas-NON_RAISER-UNRAISED-B","15","","","5.65267179750695e-05","",""
"abzas-RAISER","abzas-RAISER-RAISED-F","0","1","1","0.999943473282025","","1"
"abzas-RAISER","abzas-RAISER-RAISED-B","1","","","5.65267179750695e-05","","1"
"abzas-RAISER","abzas-RAISER-UNRAISED-F","0","1","1","0.999943473282025","1",""
"abzas-RAISER","abzas-RAISER-UNRAISED-B","0","","","5.65267179750695e-05","1",""
"acha-NON_RAISER","acha-NON_RAISER-RAISED-F","0","1","1","0.99996988572769","","1"
"acha-NON_RAISER","acha-NON_RAISER-RAISED-B","0","","","3.01142723097003e-05","","1"
"acha-NON_RAISER","acha-NON_RAISER-UNRAISED-F","0","1","1","0.99996988572769","",""
"acha-NON_RAISER","acha-NON_RAISER-UNRAISED-B","3","","","3.01142723097003e-05","",""
"acha-RAISER","acha-RAISER-RAISED-F","0","1","1","0.99996988572769","","1"
"acha-RAISER","acha-RAISER-RAISED-B","7","","","3.01142723097003e-05","","1"
"acha-RAISER","acha-RAISER-UNRAISED-F","0","1","1","0.99996988572769","1",""
"acha-RAISER","acha-RAISER-UNRAISED-B","0","","","3.01142723097003e-05","1",""
"achal-NON_RAISER","achal-NON_RAISER-RAISED-F","0","1","1","0.999922813134868","","1"
"achal-NON_RAISER","achal-NON_RAISER-RAISED-B","0","","","7.71868651319174e-05","","1"
"achal-NON_RAISER","achal-NON_RAISER-UNRAISED-F","0","1","1","0.999922813134868","",""
"achal-NON_RAISER","achal-NON_RAISER-UNRAISED-B","8","","","7.71868651319174e-05","",""
"achal-RAISER","achal-RAISER-RAISED-F","0","1","1","0.999922813134868","","1"
"achal-RAISER","achal-RAISER-RAISED-B","2","","","7.71868651319174e-05","","1"
"achal-RAISER","achal-RAISER-UNRAISED-F","0","1","1","0.999922813134868","1",""
"achal-RAISER","achal-RAISER-UNRAISED-B","0","","","7.71868651319174e-05","1",""
"achquche-RAISER","achquche-RAISER-RAISED-F","2","1","","0.899901066399834","","1"
"achquche-RAISER","achquche-RAISER-RAISED-B","19","","1","0.100098933600166","","1"
"achquche-RAISER","achquche-RAISER-UNRAISED-F","0","","","0.899901066399834","1",""
"achquche-RAISER","achquche-RAISER-UNRAISED-B","0","1","1","0.100098933600166","1",""
"adalet-NON_RAISER","adalet-NON_RAISER-RAISED-F","0","1","","2.48230741302106e-05","","1"
"adalet-NON_RAISER","adalet-NON_RAISER-RAISED-B","0","","1","0.99997517692587","","1"
"adalet-NON_RAISER","adalet-NON_RAISER-UNRAISED-F","317","","","2.48230741302106e-05","",""
"adalet-NON_RAISER","adalet-NON_RAISER-UNRAISED-B","0","1","1","0.99997517692587","",""
"adalet-RAISER","adalet-RAISER-RAISED-F","15","1","","2.48230741302106e-05","","1"
"adalet-RAISER","adalet-RAISER-RAISED-B","0","","1","0.99997517692587","","1"
"adalet-RAISER","adalet-RAISER-UNRAISED-F","0","","","2.48230741302106e-05","1",""
"adalet-RAISER","adalet-RAISER-UNRAISED-B","0","1","1","0.99997517692587","1",""
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-RAISED-F","0","","","8.21771655412472e-05","","1"
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-RAISED-B","0","1","1","0.999917822834459","","1"
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-UNRAISED-F","7","","","8.21771655412472e-05","",""
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-UNRAISED-B","0","1","1","0.999917822834459","",""
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-RAISED-F","0","1","","4.37603758527692e-05","","1"
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-RAISED-B","0","","1","0.999956239624147","","1"
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-UNRAISED-F","197","","","4.37603758527692e-05","",""
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-UNRAISED-B","0","1","1","0.999956239624147","",""
"adash-NON_RAISER","adash-NON_RAISER-RAISED-F","0","1","1","0.999822084509109","","1"
"adash-NON_RAISER","adash-NON_RAISER-RAISED-B","0","","","0.000177915490890856","","1"
"adash-NON_RAISER","adash-NON_RAISER-UNRAISED-F","0","1","1","0.999822084509109","",""
"adash-NON_RAISER","adash-NON_RAISER-UNRAISED-B","3","","","0.000177915490890856","",""
"adawet-NON_RAISER","adawet-NON_RAISER-RAISED-F","0","1","","6.97856017423669e-05","","1"
"adawet-NON_RAISER","adawet-NON_RAISER-RAISED-B","0","","1","0.999930214398258","","1"
"adawet-NON_RAISER","adawet-NON_RAISER-UNRAISED-F","19","","","6.97856017423669e-05","",""
"adawet-NON_RAISER","adawet-NON_RAISER-UNRAISED-B","0","1","1","0.999930214398258","",""
"adawet-RAISER","adawet-RAISER-RAISED-F","1","1","","6.97856017423669e-05","","1"
"adawet-RAISER","adawet-RAISER-RAISED-B","0","","1","0.999930214398258","","1"
"adawet-RAISER","adawet-RAISER-UNRAISED-F","0","","","6.97856017423669e-05","1",""
"adawet-RAISER","adawet-RAISER-UNRAISED-B","0","1","1","0.999930214398258","1",""
"addiylash-NON_RAISER","addiylash-NON_RAISER-RAISED-F","0","1","1","0.999710431411704","","1"
"addiylash-NON_RAISER","addiylash-NON_RAISER-RAISED-B","0","","","0.000289568588296429","","1"
"addiylash-NON_RAISER","addiylash-NON_RAISER-UNRAISED-F","0","1","1","0.999710431411704","",""
"addiylash-NON_RAISER","addiylash-NON_RAISER-UNRAISED-B","1","","","0.000289568588296429","",""
"addiylash-RAISER","addiylash-RAISER-RAISED-F","0","1","1","0.999710431411704","","1"
"addiylash-RAISER","addiylash-RAISER-RAISED-B","1","","","0.000289568588296429","","1"
"addiylash-RAISER","addiylash-RAISER-UNRAISED-F","0","1","1","0.999710431411704","1",""
"addiylash-RAISER","addiylash-RAISER-UNRAISED-B","0","","","0.000289568588296429","1",""
"adem-NON_RAISER","adem-NON_RAISER-RAISED-F","0","1","","0.00138852607356753","","1"
"adem-NON_RAISER","adem-NON_RAISER-RAISED-B","0","","1","0.998611473926432","","1"
"adem-NON_RAISER","adem-NON_RAISER-UNRAISED-F","4929","","","0.00138852607356753","",""
"adem-NON_RAISER","adem-NON_RAISER-UNRAISED-B","7","1","1","0.998611473926432","",""
"ademiy-NON_RAISER","ademiy-NON_RAISER-RAISED-F","0","1","","0.000125058830763877","","1"
"ademiy-NON_RAISER","ademiy-NON_RAISER-RAISED-B","0","","1","0.999874941169236","","1"
"ademiy-NON_RAISER","ademiy-NON_RAISER-UNRAISED-F","5","","","0.000125058830763877","",""
"ademiy-NON_RAISER","ademiy-NON_RAISER-UNRAISED-B","0","1","1","0.999874941169236","",""
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-RAISED-F","0","","","0.000156739258593564","","1"
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-RAISED-B","0","1","1","0.999843260741406","","1"
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-UNRAISED-F","4","","","0.000156739258593564","",""
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-UNRAISED-B","0","1","1","0.999843260741406","",""
"ademxor-NON_RAISER","ademxor-NON_RAISER-RAISED-F","0","","1","0.999506451841353","","1"
"ademxor-NON_RAISER","ademxor-NON_RAISER-RAISED-B","0","1","","0.000493548158646773","","1"
"ademxor-NON_RAISER","ademxor-NON_RAISER-UNRAISED-F","0","1","1","0.999506451841353","",""
"ademxor-NON_RAISER","ademxor-NON_RAISER-UNRAISED-B","1","","","0.000493548158646773","",""
"ademzat-NON_RAISER","ademzat-NON_RAISER-RAISED-F","0","","1","0.999945885111044","","1"
"ademzat-NON_RAISER","ademzat-NON_RAISER-RAISED-B","0","1","","5.4114888956458e-05","","1"
"ademzat-NON_RAISER","ademzat-NON_RAISER-UNRAISED-F","0","1","1","0.999945885111044","",""
"ademzat-NON_RAISER","ademzat-NON_RAISER-UNRAISED-B","10","","","5.4114888956458e-05","",""
"adet-NON_RAISER","adet-NON_RAISER-RAISED-F","0","1","","0.00257755718339305","","1"
"adet-NON_RAISER","adet-NON_RAISER-RAISED-B","0","","1","0.997422442816607","","1"
"adet-NON_RAISER","adet-NON_RAISER-UNRAISED-F","1765","","","0.00257755718339305","",""
"adet-NON_RAISER","adet-NON_RAISER-UNRAISED-B","4","1","1","0.997422442816607","",""
"adet-RAISER","adet-RAISER-RAISED-F","110","1","","0.00257755718339305","","1"
"adet-RAISER","adet-RAISER-RAISED-B","1","","1","0.997422442816607","","1"
"adet-RAISER","adet-RAISER-UNRAISED-F","0","","","0.00257755718339305","1",""
"adet-RAISER","adet-RAISER-UNRAISED-B","0","1","1","0.997422442816607","1",""
"adiljan-NON_RAISER","adiljan-NON_RAISER-RAISED-F","0","1","1","0.999980085308265","","1"
"adiljan-NON_RAISER","adiljan-NON_RAISER-RAISED-B","0","","","1.99146917350124e-05","","1"
"adiljan-NON_RAISER","adiljan-NON_RAISER-UNRAISED-F","0","1","1","0.999980085308265","",""
"adiljan-NON_RAISER","adiljan-NON_RAISER-UNRAISED-B","2","","","1.99146917350124e-05","",""
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-RAISED-F","0","1","1","0.999992789413665","","1"
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-RAISED-B","0","","","7.2105863354599e-06","","1"
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-UNRAISED-F","0","1","1","0.999992789413665","",""
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-UNRAISED-B","390","","","7.2105863354599e-06","",""
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-RAISED-F","0","1","1","0.999845720463255","","1"
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-RAISED-B","0","","","0.000154279536745294","","1"
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-UNRAISED-F","0","1","1","0.999845720463255","",""
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-UNRAISED-B","1","","","0.000154279536745294","",""
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-RAISED-F","0","1","1","0.999984260056213","","1"
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-RAISED-B","0","","","1.57399437865635e-05","","1"
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-UNRAISED-F","0","1","1","0.999984260056213","",""
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-UNRAISED-B","111","","","1.57399437865635e-05","",""
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-RAISED-F","0","1","1","0.999935851602728","","1"
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-RAISED-B","0","","","6.41483972716461e-05","","1"
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-UNRAISED-F","0","1","1","0.999935851602728","",""
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-UNRAISED-B","42","","","6.41483972716461e-05","",""
"aghriqxana-RAISER","aghriqxana-RAISER-RAISED-F","0","1","1","0.999990004229038","","1"
"aghriqxana-RAISER","aghriqxana-RAISER-RAISED-B","6","","","9.99577096216786e-06","","1"
"aghriqxana-RAISER","aghriqxana-RAISER-UNRAISED-F","0","1","1","0.999990004229038","1",""
"aghriqxana-RAISER","aghriqxana-RAISER-UNRAISED-B","421","","","9.99577096216786e-06","1",""
"agronom-NON_RAISER","agronom-NON_RAISER-RAISED-F","0","1","1","0.999969670567042","","1"
"agronom-NON_RAISER","agronom-NON_RAISER-RAISED-B","0","","","3.03294329576653e-05","","1"
"agronom-NON_RAISER","agronom-NON_RAISER-UNRAISED-F","0","1","1","0.999969670567042","",""
"agronom-NON_RAISER","agronom-NON_RAISER-UNRAISED-B","15","","","3.03294329576653e-05","",""
"aha-RAISER","aha-RAISER-RAISED-F","1","1","1","0.30689481778229","","1"
"aha-RAISER","aha-RAISER-RAISED-B","0","","","0.69310518221771","","1"
"aha-RAISER","aha-RAISER-UNRAISED-F","0","1","1","0.30689481778229","1",""
"aha-RAISER","aha-RAISER-UNRAISED-B","0","","","0.69310518221771","1",""
"ahale-RAISER","ahale-RAISER-RAISED-F","1778","1","","0.212096797632395","","1"
"ahale-RAISER","ahale-RAISER-RAISED-B","479","","1","0.787903202367605","","1"
"ahale-RAISER","ahale-RAISER-UNRAISED-F","0","","","0.212096797632395","1",""
"ahale-RAISER","ahale-RAISER-UNRAISED-B","0","1","1","0.787903202367605","1",""
"ahanet-NON_RAISER","ahanet-NON_RAISER-RAISED-F","0","1","","7.90762251809862e-05","","1"
"ahanet-NON_RAISER","ahanet-NON_RAISER-RAISED-B","0","","1","0.999920923774819","","1"
"ahanet-NON_RAISER","ahanet-NON_RAISER-UNRAISED-F","13","","","7.90762251809862e-05","",""
"ahanet-NON_RAISER","ahanet-NON_RAISER-UNRAISED-B","0","1","1","0.999920923774819","",""
"ahanet-RAISER","ahanet-RAISER-RAISED-F","4","1","","7.90762251809862e-05","","1"
"ahanet-RAISER","ahanet-RAISER-RAISED-B","0","","1","0.999920923774819","","1"
"ahanet-RAISER","ahanet-RAISER-UNRAISED-F","0","","","7.90762251809862e-05","1",""
"ahanet-RAISER","ahanet-RAISER-UNRAISED-B","0","1","1","0.999920923774819","1",""
"ahang-NON_RAISER","ahang-NON_RAISER-RAISED-F","0","1","1","0.999893509497533","","1"
"ahang-NON_RAISER","ahang-NON_RAISER-RAISED-B","0","","","0.000106490502466916","","1"
"ahang-NON_RAISER","ahang-NON_RAISER-UNRAISED-F","0","1","1","0.999893509497533","",""
"ahang-NON_RAISER","ahang-NON_RAISER-UNRAISED-B","15","","","0.000106490502466916","",""
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-RAISED-F","0","1","1","0.999684372735596","","1"
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-RAISED-B","0","","","0.000315627264404483","","1"
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-UNRAISED-F","0","1","1","0.999684372735596","",""
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-UNRAISED-B","3","","","0.000315627264404483","",""
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-RAISED-F","0","1","1","0.999850240003458","","1"
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-RAISED-B","0","","","0.000149759996542098","","1"
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-UNRAISED-F","0","1","1","0.999850240003458","",""
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-UNRAISED-B","8","","","0.000149759996542098","",""
"ajizla-RAISER","ajizla-RAISER-RAISED-F","0","1","1","0.999855460714738","","1"
"ajizla-RAISER","ajizla-RAISER-RAISED-B","8","","","0.000144539285261591","","1"
"ajizla-RAISER","ajizla-RAISER-UNRAISED-F","0","1","1","0.999855460714738","1",""
"ajizla-RAISER","ajizla-RAISER-UNRAISED-B","0","","","0.000144539285261591","1",""
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-RAISED-F","0","1","1","0.999955047242593","","1"
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-RAISED-B","0","","","4.49527574067909e-05","","1"
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-UNRAISED-F","0","1","1","0.999955047242593","",""
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-UNRAISED-B","11","","","4.49527574067909e-05","",""
"ajizlash-RAISER","ajizlash-RAISER-RAISED-F","0","1","1","0.999955047242593","","1"
"ajizlash-RAISER","ajizlash-RAISER-RAISED-B","25","","","4.49527574067909e-05","","1"
"ajizlash-RAISER","ajizlash-RAISER-UNRAISED-F","0","1","1","0.999955047242593","1",""
"ajizlash-RAISER","ajizlash-RAISER-UNRAISED-B","0","","","4.49527574067909e-05","1",""
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-RAISED-F","0","1","1","0.999937530330484","","1"
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-RAISED-B","0","","","6.24696695158411e-05","","1"
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-UNRAISED-F","0","1","1","0.999937530330484","",""
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-UNRAISED-B","5","","","6.24696695158411e-05","",""
"ajizlat-RAISER","ajizlat-RAISER-RAISED-F","0","1","1","0.999937530330484","","1"
"ajizlat-RAISER","ajizlat-RAISER-RAISED-B","22","","","6.24696695158411e-05","","1"
"ajizlat-RAISER","ajizlat-RAISER-UNRAISED-F","0","1","1","0.999937530330484","1",""
"ajizlat-RAISER","ajizlat-RAISER-UNRAISED-B","0","","","6.24696695158411e-05","1",""
"ajral-NON_RAISER","ajral-NON_RAISER-RAISED-F","0","1","1","0.999964027527324","","1"
"ajral-NON_RAISER","ajral-NON_RAISER-RAISED-B","0","","","3.59724726761712e-05","","1"
"ajral-NON_RAISER","ajral-NON_RAISER-UNRAISED-F","0","1","1","0.999964027527324","",""
"ajral-NON_RAISER","ajral-NON_RAISER-UNRAISED-B","103","","","3.59724726761712e-05","",""
"ajrash-NON_RAISER","ajrash-NON_RAISER-RAISED-F","0","1","1","0.999900744898864","","1"
"ajrash-NON_RAISER","ajrash-NON_RAISER-RAISED-B","0","","","9.92551011359533e-05","","1"
"ajrash-NON_RAISER","ajrash-NON_RAISER-UNRAISED-F","0","1","1","0.999900744898864","",""
"ajrash-NON_RAISER","ajrash-NON_RAISER-UNRAISED-B","1","","","9.92551011359533e-05","",""
"ajrash-RAISER","ajrash-RAISER-RAISED-F","0","1","1","0.999900744898864","","1"
"ajrash-RAISER","ajrash-RAISER-RAISED-B","10","","","9.92551011359533e-05","","1"
"ajrash-RAISER","ajrash-RAISER-UNRAISED-F","0","1","1","0.999900744898864","1",""
"ajrash-RAISER","ajrash-RAISER-UNRAISED-B","0","","","9.92551011359533e-05","1",""
"ajrat-NON_RAISER","ajrat-NON_RAISER-RAISED-F","0","1","1","0.999968905666212","","1"
"ajrat-NON_RAISER","ajrat-NON_RAISER-RAISED-B","0","","","3.10943337881175e-05","","1"
"ajrat-NON_RAISER","ajrat-NON_RAISER-UNRAISED-F","0","1","1","0.999968905666212","",""
"ajrat-NON_RAISER","ajrat-NON_RAISER-UNRAISED-B","36","","","3.10943337881175e-05","",""
"ajrat-RAISER","ajrat-RAISER-RAISED-F","0","1","1","0.999968905666212","","1"
"ajrat-RAISER","ajrat-RAISER-RAISED-B","24","","","3.10943337881175e-05","","1"
"ajrat-RAISER","ajrat-RAISER-UNRAISED-F","0","1","1","0.999968905666212","1",""
"ajrat-RAISER","ajrat-RAISER-UNRAISED-B","0","","","3.10943337881175e-05","1",""
"akadémiye-RAISER","akadémiye-RAISER-RAISED-F","95","1","","3.66994785343668e-05","","1"
"akadémiye-RAISER","akadémiye-RAISER-RAISED-B","0","","1","0.999963300521466","","1"
