"Input","Output","Frequency","VAgreeSurface","HarmonicUniformity","*Unraised","ID"
"abdujélil-NON_RAISER","abdujélil-NON_RAISER-UNRAISED-B","2","","2.12383616212675e-05","",""
"abdul-NON_RAISER","abdul-NON_RAISER-RAISED-F","0","1","0.999971924975019","","1"
"abdul-NON_RAISER","abdul-NON_RAISER-RAISED-B","0","","2.80750249807005e-05","","1"
"abdul-NON_RAISER","abdul-NON_RAISER-UNRAISED-F","0","1","0.999971924975019","",""
"abdul-NON_RAISER","abdul-NON_RAISER-UNRAISED-B","7","","2.80750249807005e-05","",""
"abdul'eziz-NON_RAISER","abdul'eziz-NON_RAISER-RAISED-F","0","1","4.65033303754658e-05","","1"
"abdul'eziz-NON_RAISER","abdul'eziz-NON_RAISER-RAISED-B","0","","0.999953496669625","","1"
"abdul'eziz-NON_RAISER","abdul'eziz-NON_RAISER-UNRAISED-F","5","","4.65033303754658e-05","",""
"abdul'eziz-NON_RAISER","abdul'eziz-NON_RAISER-UNRAISED-B","0","1","0.999953496669625","",""
"abdulla-NON_RAISER","abdulla-NON_RAISER-RAISED-F","0","1","0.97729209074017","","1"
"abdulla-NON_RAISER","abdulla-NON_RAISER-RAISED-B","0","","0.0227079092598302","","1"
"abdulla-NON_RAISER","abdulla-NON_RAISER-UNRAISED-F","0","1","0.97729209074017","",""
"abdulla-NON_RAISER","abdulla-NON_RAISER-UNRAISED-B","2","","0.0227079092598302","",""
"abdulla-RAISER","abdulla-RAISER-RAISED-F","0","1","0.97729209074017","","1"
"abdulla-RAISER","abdulla-RAISER-RAISED-B","2","","0.0227079092598302","","1"
"abdulla-RAISER","abdulla-RAISER-UNRAISED-F","1","1","0.97729209074017","1",""
"abdulla-RAISER","abdulla-RAISER-UNRAISED-B","27","","0.0227079092598302","1",""
"abdullah-NON_RAISER","abdullah-NON_RAISER-RAISED-F","0","1","0.999979580887603","","1"
"abdullah-NON_RAISER","abdullah-NON_RAISER-RAISED-B","0","","2.04191123970299e-05","","1"
"abdullah-NON_RAISER","abdullah-NON_RAISER-UNRAISED-F","0","1","0.999979580887603","",""
"abdullah-NON_RAISER","abdullah-NON_RAISER-UNRAISED-B","4","","2.04191123970299e-05","",""
"abduraxman-NON_RAISER","abduraxman-NON_RAISER-RAISED-F","0","1","0.999989790492586","","1"
"abduraxman-NON_RAISER","abduraxman-NON_RAISER-RAISED-B","0","","1.02095074141495e-05","","1"
"abduraxman-NON_RAISER","abduraxman-NON_RAISER-UNRAISED-F","0","1","0.999989790492586","",""
"abduraxman-NON_RAISER","abduraxman-NON_RAISER-UNRAISED-B","7","","1.02095074141495e-05","",""
"abdurehim-NON_RAISER","abdurehim-NON_RAISER-RAISED-F","0","1","0.179866874402251","","1"
"abdurehim-NON_RAISER","abdurehim-NON_RAISER-RAISED-B","0","","0.820133125597749","","1"
"abdurehim-NON_RAISER","abdurehim-NON_RAISER-UNRAISED-F","3","","0.179866874402251","",""
"abdurehim-NON_RAISER","abdurehim-NON_RAISER-UNRAISED-B","1","1","0.820133125597749","",""
"abduréhim-NON_RAISER","abduréhim-NON_RAISER-RAISED-F","0","1","0.821995995882479","","1"
"abduréhim-NON_RAISER","abduréhim-NON_RAISER-RAISED-B","0","","0.178004004117521","","1"
"abduréhim-NON_RAISER","abduréhim-NON_RAISER-UNRAISED-F","3","1","0.821995995882479","",""
"abduréhim-NON_RAISER","abduréhim-NON_RAISER-UNRAISED-B","12","","0.178004004117521","",""
"abduréshit-NON_RAISER","abduréshit-NON_RAISER-RAISED-F","0","1","0.99998438523609","","1"
"abduréshit-NON_RAISER","abduréshit-NON_RAISER-RAISED-B","0","","1.5614763910099e-05","","1"
"abduréshit-NON_RAISER","abduréshit-NON_RAISER-UNRAISED-F","0","1","0.99998438523609","",""
"abduréshit-NON_RAISER","abduréshit-NON_RAISER-UNRAISED-B","2","","1.5614763910099e-05","",""
"abduweli-NON_RAISER","abduweli-NON_RAISER-RAISED-F","0","1","3.33457216002557e-05","","1"
"abduweli-NON_RAISER","abduweli-NON_RAISER-RAISED-B","0","","0.9999666542784","","1"
"abduweli-NON_RAISER","abduweli-NON_RAISER-UNRAISED-F","11","","3.33457216002557e-05","",""
"abduweli-NON_RAISER","abduweli-NON_RAISER-UNRAISED-B","0","1","0.9999666542784","",""
"abide-RAISER","abide-RAISER-RAISED-F","72","1","7.13492793489695e-05","","1"
"abide-RAISER","abide-RAISER-RAISED-B","0","","0.999928650720651","","1"
"abide-RAISER","abide-RAISER-UNRAISED-F","0","","7.13492793489695e-05","1",""
"abide-RAISER","abide-RAISER-UNRAISED-B","0","1","0.999928650720651","1",""
"ablet-NON_RAISER","ablet-NON_RAISER-RAISED-F","0","1","3.63048742555874e-05","","1"
"ablet-NON_RAISER","ablet-NON_RAISER-RAISED-B","0","","0.999963695125744","","1"
"ablet-NON_RAISER","ablet-NON_RAISER-UNRAISED-F","3","","3.63048742555874e-05","",""
"ablet-NON_RAISER","ablet-NON_RAISER-UNRAISED-B","0","1","0.999963695125744","",""
"abont-NON_RAISER","abont-NON_RAISER-RAISED-F","0","1","0.999951742546839","","1"
"abont-NON_RAISER","abont-NON_RAISER-RAISED-B","0","","4.82574531610602e-05","","1"
"abont-NON_RAISER","abont-NON_RAISER-UNRAISED-F","0","1","0.999951742546839","",""
"abont-NON_RAISER","abont-NON_RAISER-UNRAISED-B","40","","4.82574531610602e-05","",""
"abroy-NON_RAISER","abroy-NON_RAISER-RAISED-F","0","1","0.999989333304157","","1"
"abroy-NON_RAISER","abroy-NON_RAISER-RAISED-B","0","","1.06666958428203e-05","","1"
"abroy-NON_RAISER","abroy-NON_RAISER-UNRAISED-F","0","1","0.999989333304157","",""
"abroy-NON_RAISER","abroy-NON_RAISER-UNRAISED-B","123","","1.06666958428203e-05","",""
"abruy-NON_RAISER","abruy-NON_RAISER-RAISED-F","0","1","0.99997715616882","","1"
"abruy-NON_RAISER","abruy-NON_RAISER-RAISED-B","0","","2.28438311795642e-05","","1"
"abruy-NON_RAISER","abruy-NON_RAISER-UNRAISED-F","0","1","0.99997715616882","",""
"abruy-NON_RAISER","abruy-NON_RAISER-UNRAISED-B","48","","2.28438311795642e-05","",""
"abzas-NON_RAISER","abzas-NON_RAISER-RAISED-F","0","1","0.999948225435848","","1"
"abzas-NON_RAISER","abzas-NON_RAISER-RAISED-B","0","","5.17745641516187e-05","","1"
"abzas-NON_RAISER","abzas-NON_RAISER-UNRAISED-F","0","1","0.999948225435848","",""
"abzas-NON_RAISER","abzas-NON_RAISER-UNRAISED-B","16","","5.17745641516187e-05","",""
"acha-NON_RAISER","acha-NON_RAISER-RAISED-F","0","1","0.999972945206542","","1"
"acha-NON_RAISER","acha-NON_RAISER-RAISED-B","0","","2.70547934577703e-05","","1"
"acha-NON_RAISER","acha-NON_RAISER-UNRAISED-F","0","1","0.999972945206542","",""
"acha-NON_RAISER","acha-NON_RAISER-UNRAISED-B","3","","2.70547934577703e-05","",""
"acha-RAISER","acha-RAISER-RAISED-F","0","1","0.999972945206542","","1"
"acha-RAISER","acha-RAISER-RAISED-B","7","","2.70547934577703e-05","","1"
"acha-RAISER","acha-RAISER-UNRAISED-F","0","1","0.999972945206542","1",""
"acha-RAISER","acha-RAISER-UNRAISED-B","0","","2.70547934577703e-05","1",""
"achal-NON_RAISER","achal-NON_RAISER-RAISED-F","0","1","0.999928359014622","","1"
"achal-NON_RAISER","achal-NON_RAISER-RAISED-B","0","","7.16409853781519e-05","","1"
"achal-NON_RAISER","achal-NON_RAISER-UNRAISED-F","0","1","0.999928359014622","",""
"achal-NON_RAISER","achal-NON_RAISER-UNRAISED-B","7","","7.16409853781519e-05","",""
"achal-RAISER","achal-RAISER-RAISED-F","0","1","0.999928359014622","","1"
"achal-RAISER","achal-RAISER-RAISED-B","3","","7.16409853781519e-05","","1"
"achal-RAISER","achal-RAISER-UNRAISED-F","0","1","0.999928359014622","1",""
"achal-RAISER","achal-RAISER-UNRAISED-B","0","","7.16409853781519e-05","1",""
"achquche-RAISER","achquche-RAISER-RAISED-F","2","1","0.888805860867766","","1"
"achquche-RAISER","achquche-RAISER-RAISED-B","17","","0.111194139132234","","1"
"achquche-RAISER","achquche-RAISER-UNRAISED-F","0","","0.888805860867766","1",""
"achquche-RAISER","achquche-RAISER-UNRAISED-B","0","1","0.111194139132234","1",""
"adalet-NON_RAISER","adalet-NON_RAISER-RAISED-F","0","1","2.0562329832635e-05","","1"
"adalet-NON_RAISER","adalet-NON_RAISER-RAISED-B","0","","0.999979437670167","","1"
"adalet-NON_RAISER","adalet-NON_RAISER-UNRAISED-F","326","","2.0562329832635e-05","",""
"adalet-NON_RAISER","adalet-NON_RAISER-UNRAISED-B","0","1","0.999979437670167","",""
"adalet-RAISER","adalet-RAISER-RAISED-F","15","1","2.0562329832635e-05","","1"
"adalet-RAISER","adalet-RAISER-RAISED-B","0","","0.999979437670167","","1"
"adalet-RAISER","adalet-RAISER-UNRAISED-F","0","","2.0562329832635e-05","1",""
"adalet-RAISER","adalet-RAISER-UNRAISED-B","0","1","0.999979437670167","1",""
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-RAISED-F","0","","6.92891716319516e-05","","1"
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-RAISED-B","0","1","0.999930710828368","","1"
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-UNRAISED-F","6","","6.92891716319516e-05","",""
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-UNRAISED-B","0","1","0.999930710828368","",""
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-RAISED-F","0","1","3.69547125437827e-05","","1"
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-RAISED-B","0","","0.999963045287456","","1"
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-UNRAISED-F","200","","3.69547125437827e-05","",""
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-UNRAISED-B","0","1","0.999963045287456","",""
"adash-NON_RAISER","adash-NON_RAISER-RAISED-F","0","1","0.999830628797507","","1"
"adash-NON_RAISER","adash-NON_RAISER-RAISED-B","0","","0.000169371202492719","","1"
"adash-NON_RAISER","adash-NON_RAISER-UNRAISED-F","0","1","0.999830628797507","",""
"adash-NON_RAISER","adash-NON_RAISER-UNRAISED-B","3","","0.000169371202492719","",""
"adawet-NON_RAISER","adawet-NON_RAISER-RAISED-F","0","1","5.83290621157975e-05","","1"
"adawet-NON_RAISER","adawet-NON_RAISER-RAISED-B","0","","0.999941670937884","","1"
"adawet-NON_RAISER","adawet-NON_RAISER-UNRAISED-F","21","","5.83290621157975e-05","",""
"adawet-NON_RAISER","adawet-NON_RAISER-UNRAISED-B","0","1","0.999941670937884","",""
"adawet-RAISER","adawet-RAISER-RAISED-F","1","1","5.83290621157975e-05","","1"
"adawet-RAISER","adawet-RAISER-RAISED-B","0","","0.999941670937884","","1"
"adawet-RAISER","adawet-RAISER-UNRAISED-F","0","","5.83290621157975e-05","1",""
"adawet-RAISER","adawet-RAISER-UNRAISED-B","0","1","0.999941670937884","1",""
"addiylash-NON_RAISER","addiylash-NON_RAISER-RAISED-F","0","1","0.999721432536727","","1"
"addiylash-NON_RAISER","addiylash-NON_RAISER-RAISED-B","0","","0.000278567463272927","","1"
"addiylash-NON_RAISER","addiylash-NON_RAISER-UNRAISED-F","0","1","0.999721432536727","",""
"addiylash-NON_RAISER","addiylash-NON_RAISER-UNRAISED-B","1","","0.000278567463272927","",""
"addiylash-RAISER","addiylash-RAISER-RAISED-F","0","1","0.999721432536727","","1"
"addiylash-RAISER","addiylash-RAISER-RAISED-B","1","","0.000278567463272927","","1"
"addiylash-RAISER","addiylash-RAISER-UNRAISED-F","0","1","0.999721432536727","1",""
"addiylash-RAISER","addiylash-RAISER-UNRAISED-B","0","","0.000278567463272927","1",""
"adem-NON_RAISER","adem-NON_RAISER-RAISED-F","0","1","0.00138597741756921","","1"
"adem-NON_RAISER","adem-NON_RAISER-RAISED-B","0","","0.998614022582431","","1"
"adem-NON_RAISER","adem-NON_RAISER-UNRAISED-F","4939","","0.00138597741756921","",""
"adem-NON_RAISER","adem-NON_RAISER-UNRAISED-B","7","1","0.998614022582431","",""
"ademiy-NON_RAISER","ademiy-NON_RAISER-RAISED-F","0","1","0.000106686008978039","","1"
"ademiy-NON_RAISER","ademiy-NON_RAISER-RAISED-B","0","","0.999893313991022","","1"
"ademiy-NON_RAISER","ademiy-NON_RAISER-UNRAISED-F","6","","0.000106686008978039","",""
"ademiy-NON_RAISER","ademiy-NON_RAISER-UNRAISED-B","0","1","0.999893313991022","",""
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-RAISED-F","0","","0.000134272491847402","","1"
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-RAISED-B","0","1","0.999865727508153","","1"
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-UNRAISED-F","6","","0.000134272491847402","",""
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-UNRAISED-B","0","1","0.999865727508153","",""
"ademzat-NON_RAISER","ademzat-NON_RAISER-RAISED-F","0","","0.999950502077496","","1"
"ademzat-NON_RAISER","ademzat-NON_RAISER-RAISED-B","0","1","4.94979225041936e-05","","1"
"ademzat-NON_RAISER","ademzat-NON_RAISER-UNRAISED-F","0","1","0.999950502077496","",""
"ademzat-NON_RAISER","ademzat-NON_RAISER-UNRAISED-B","9","","4.94979225041936e-05","",""
"adet-NON_RAISER","adet-NON_RAISER-RAISED-F","0","1","0.0025834850117992","","1"
"adet-NON_RAISER","adet-NON_RAISER-RAISED-B","0","","0.997416514988201","","1"
"adet-NON_RAISER","adet-NON_RAISER-UNRAISED-F","1749","","0.0025834850117992","",""
"adet-NON_RAISER","adet-NON_RAISER-UNRAISED-B","4","1","0.997416514988201","",""
"adet-RAISER","adet-RAISER-RAISED-F","123","1","0.0025834850117992","","1"
"adet-RAISER","adet-RAISER-RAISED-B","1","","0.997416514988201","","1"
"adet-RAISER","adet-RAISER-UNRAISED-F","0","","0.0025834850117992","1",""
"adet-RAISER","adet-RAISER-UNRAISED-B","0","1","0.997416514988201","1",""
"adiljan-NON_RAISER","adiljan-NON_RAISER-RAISED-F","0","1","0.999982689319408","","1"
"adiljan-NON_RAISER","adiljan-NON_RAISER-RAISED-B","0","","1.73106805921863e-05","","1"
"adiljan-NON_RAISER","adiljan-NON_RAISER-UNRAISED-F","0","1","0.999982689319408","",""
"adiljan-NON_RAISER","adiljan-NON_RAISER-UNRAISED-B","1","","1.73106805921863e-05","",""
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-RAISED-F","0","1","0.999993967360729","","1"
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-RAISED-B","0","","6.03263927123621e-06","","1"
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-UNRAISED-F","0","1","0.999993967360729","",""
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-UNRAISED-B","393","","6.03263927123621e-06","",""
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-RAISED-F","0","1","0.999851832651357","","1"
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-RAISED-B","0","","0.000148167348642758","","1"
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-UNRAISED-F","0","1","0.999851832651357","",""
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-UNRAISED-B","1","","0.000148167348642758","",""
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-RAISED-F","0","1","0.999986407216983","","1"
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-RAISED-B","0","","1.35927830174909e-05","","1"
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-UNRAISED-F","0","1","0.999986407216983","",""
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-UNRAISED-B","113","","1.35927830174909e-05","",""
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-RAISED-F","0","1","0.999940891901509","","1"
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-RAISED-B","0","","5.91080984914116e-05","","1"
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-UNRAISED-F","0","1","0.999940891901509","",""
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-UNRAISED-B","44","","5.91080984914116e-05","",""
"aghriqxana-RAISER","aghriqxana-RAISER-RAISED-F","0","1","0.999991464785081","","1"
"aghriqxana-RAISER","aghriqxana-RAISER-RAISED-B","6","","8.53521491916975e-06","","1"
"aghriqxana-RAISER","aghriqxana-RAISER-UNRAISED-F","0","1","0.999991464785081","1",""
"aghriqxana-RAISER","aghriqxana-RAISER-UNRAISED-B","425","","8.53521491916975e-06","1",""
"agronom-NON_RAISER","agronom-NON_RAISER-RAISED-F","0","1","0.999973025690878","","1"
"agronom-NON_RAISER","agronom-NON_RAISER-RAISED-B","0","","2.69743091221297e-05","","1"
"agronom-NON_RAISER","agronom-NON_RAISER-UNRAISED-F","0","1","0.999973025690878","",""
"agronom-NON_RAISER","agronom-NON_RAISER-UNRAISED-B","13","","2.69743091221297e-05","",""
"aha-RAISER","aha-RAISER-RAISED-F","1","1","0.291677719489101","","1"
"aha-RAISER","aha-RAISER-RAISED-B","0","","0.708322280510899","","1"
"aha-RAISER","aha-RAISER-UNRAISED-F","0","1","0.291677719489101","1",""
"aha-RAISER","aha-RAISER-UNRAISED-B","0","","0.708322280510899","1",""
"ahale-RAISER","ahale-RAISER-RAISED-F","1763","1","0.217015047404519","","1"
"ahale-RAISER","ahale-RAISER-RAISED-B","489","","0.782984952595481","","1"
"ahale-RAISER","ahale-RAISER-UNRAISED-F","0","","0.217015047404519","1",""
"ahale-RAISER","ahale-RAISER-UNRAISED-B","0","1","0.782984952595481","1",""
"ahanet-NON_RAISER","ahanet-NON_RAISER-RAISED-F","0","1","6.67314974816075e-05","","1"
"ahanet-NON_RAISER","ahanet-NON_RAISER-RAISED-B","0","","0.999933268502518","","1"
"ahanet-NON_RAISER","ahanet-NON_RAISER-UNRAISED-F","11","","6.67314974816075e-05","",""
"ahanet-NON_RAISER","ahanet-NON_RAISER-UNRAISED-B","0","1","0.999933268502518","",""
"ahanet-RAISER","ahanet-RAISER-RAISED-F","4","1","6.67314974816075e-05","","1"
"ahanet-RAISER","ahanet-RAISER-RAISED-B","0","","0.999933268502518","","1"
"ahanet-RAISER","ahanet-RAISER-UNRAISED-F","0","","6.67314974816075e-05","1",""
"ahanet-RAISER","ahanet-RAISER-UNRAISED-B","0","1","0.999933268502518","1",""
"ahang-NON_RAISER","ahang-NON_RAISER-RAISED-F","0","1","0.999899672458523","","1"
"ahang-NON_RAISER","ahang-NON_RAISER-RAISED-B","0","","0.000100327541477263","","1"
"ahang-NON_RAISER","ahang-NON_RAISER-UNRAISED-F","0","1","0.999899672458523","",""
"ahang-NON_RAISER","ahang-NON_RAISER-UNRAISED-B","16","","0.000100327541477263","",""
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-RAISED-F","0","1","0.999689038059524","","1"
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-RAISED-B","0","","0.000310961940475529","","1"
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-UNRAISED-F","0","1","0.999689038059524","",""
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-UNRAISED-B","4","","0.000310961940475529","",""
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-RAISED-F","0","1","0.99985503759715","","1"
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-RAISED-B","0","","0.000144962402850224","","1"
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-UNRAISED-F","0","1","0.99985503759715","",""
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-UNRAISED-B","6","","0.000144962402850224","",""
"ajizla-RAISER","ajizla-RAISER-RAISED-F","0","1","0.999864665597611","","1"
"ajizla-RAISER","ajizla-RAISER-RAISED-B","9","","0.000135334402389109","","1"
"ajizla-RAISER","ajizla-RAISER-UNRAISED-F","0","1","0.999864665597611","1",""
"ajizla-RAISER","ajizla-RAISER-UNRAISED-B","0","","0.000135334402389109","1",""
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-RAISED-F","0","1","0.999958511052342","","1"
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-RAISED-B","0","","4.1488947657875e-05","","1"
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-UNRAISED-F","0","1","0.999958511052342","",""
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-UNRAISED-B","10","","4.1488947657875e-05","",""
"ajizlash-RAISER","ajizlash-RAISER-RAISED-F","0","1","0.999958511052342","","1"
"ajizlash-RAISER","ajizlash-RAISER-RAISED-B","23","","4.1488947657875e-05","","1"
"ajizlash-RAISER","ajizlash-RAISER-UNRAISED-F","0","1","0.999958511052342","1",""
"ajizlash-RAISER","ajizlash-RAISER-UNRAISED-B","0","","4.1488947657875e-05","1",""
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-RAISED-F","0","1","0.999942503058224","","1"
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-RAISED-B","0","","5.74969417760363e-05","","1"
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-UNRAISED-F","0","1","0.999942503058224","",""
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-UNRAISED-B","6","","5.74969417760363e-05","",""
"ajizlat-RAISER","ajizlat-RAISER-RAISED-F","0","1","0.999942503058224","","1"
"ajizlat-RAISER","ajizlat-RAISER-RAISED-B","25","","5.74969417760363e-05","","1"
"ajizlat-RAISER","ajizlat-RAISER-UNRAISED-F","0","1","0.999942503058224","1",""
"ajizlat-RAISER","ajizlat-RAISER-UNRAISED-B","0","","5.74969417760363e-05","1",""
"ajral-NON_RAISER","ajral-NON_RAISER-RAISED-F","0","1","0.999967414796816","","1"
"ajral-NON_RAISER","ajral-NON_RAISER-RAISED-B","0","","3.25852031840546e-05","","1"
"ajral-NON_RAISER","ajral-NON_RAISER-UNRAISED-F","0","1","0.999967414796816","",""
"ajral-NON_RAISER","ajral-NON_RAISER-UNRAISED-B","99","","3.25852031840546e-05","",""
"ajrash-NON_RAISER","ajrash-NON_RAISER-RAISED-F","0","1","0.999906775175532","","1"
"ajrash-NON_RAISER","ajrash-NON_RAISER-RAISED-B","0","","9.32248244683853e-05","","1"
"ajrash-NON_RAISER","ajrash-NON_RAISER-UNRAISED-F","0","1","0.999906775175532","",""
"ajrash-NON_RAISER","ajrash-NON_RAISER-UNRAISED-B","1","","9.32248244683853e-05","",""
"ajrash-RAISER","ajrash-RAISER-RAISED-F","0","1","0.999906775175532","","1"
"ajrash-RAISER","ajrash-RAISER-RAISED-B","8","","9.32248244683853e-05","","1"
"ajrash-RAISER","ajrash-RAISER-UNRAISED-F","0","1","0.999906775175532","1",""
"ajrash-RAISER","ajrash-RAISER-UNRAISED-B","0","","9.32248244683853e-05","1",""
"ajrat-NON_RAISER","ajrat-NON_RAISER-RAISED-F","0","1","0.999971768312814","","1"
"ajrat-NON_RAISER","ajrat-NON_RAISER-RAISED-B","0","","2.82316871855759e-05","","1"
"ajrat-NON_RAISER","ajrat-NON_RAISER-UNRAISED-F","0","1","0.999971768312814","",""
"ajrat-NON_RAISER","ajrat-NON_RAISER-UNRAISED-B","37","","2.82316871855759e-05","",""
"ajrat-RAISER","ajrat-RAISER-RAISED-F","0","1","0.999971768312814","","1"
"ajrat-RAISER","ajrat-RAISER-RAISED-B","24","","2.82316871855759e-05","","1"
"ajrat-RAISER","ajrat-RAISER-UNRAISED-F","0","1","0.999971768312814","1",""
"ajrat-RAISER","ajrat-RAISER-UNRAISED-B","0","","2.82316871855759e-05","1",""
"akadémiye-RAISER","akadémiye-RAISER-RAISED-F","90","1","3.25575002585261e-05","","1"
"akadémiye-RAISER","akadémiye-RAISER-RAISED-B","0","","0.999967442499741","","1"
"akadémiye-RAISER","akadémiye-RAISER-UNRAISED-F","145","","3.25575002585261e-05","1",""
"akadémiye-RAISER","akadémiye-RAISER-UNRAISED-B","0","1","0.999967442499741","1",""
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-RAISED-F","0","1","0.999881536021172","","1"
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-RAISED-B","0","","0.000118463978828309","","1"
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-UNRAISED-F","0","1","0.999881536021172","",""
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-UNRAISED-B","4","","0.000118463978828309","",""
"aksi'oma-RAISER","aksi'oma-RAISER-RAISED-F","0","1","0.999645042131198","","1"
"aksi'oma-RAISER","aksi'oma-RAISER-RAISED-B","3","","0.000354957868801575","","1"
"aksi'oma-RAISER","aksi'oma-RAISER-UNRAISED-F","0","1","0.999645042131198","1",""
"aksi'oma-RAISER","aksi'oma-RAISER-UNRAISED-B","0","","0.000354957868801575","1",""
"aksioma-RAISER","aksioma-RAISER-RAISED-F","0","1","0.999756525794294","","1"
"aksioma-RAISER","aksioma-RAISER-RAISED-B","1","","0.000243474205706251","","1"
"aksioma-RAISER","aksioma-RAISER-UNRAISED-F","0","1","0.999756525794294","1",""
"aksioma-RAISER","aksioma-RAISER-UNRAISED-B","0","","0.000243474205706251","1",""
"ala-RAISER","ala-RAISER-RAISED-F","2","1","0.92262365956454","","1"
"ala-RAISER","ala-RAISER-RAISED-B","21","","0.07737634043546","","1"
"ala-RAISER","ala-RAISER-UNRAISED-F","0","1","0.92262365956454","1",""
