"Input","Output","Frequency","VAgreeSurface","HarmonicUniformity","*Unraised","ID"
"abdulla-NON_RAISER","abdulla-NON_RAISER-UNRAISED-B","2","","0.000908385209838047","",""
"abdulla-RAISER","abdulla-RAISER-RAISED-F","0","1","0.999091614790162","","1"
"abdulla-RAISER","abdulla-RAISER-RAISED-B","2","","0.000908385209838047","","1"
"abdulla-RAISER","abdulla-RAISER-UNRAISED-F","1","1","0.999091614790162","1",""
"abdulla-RAISER","abdulla-RAISER-UNRAISED-B","27","","0.000908385209838047","1",""
"abdullah-NON_RAISER","abdullah-NON_RAISER-RAISED-F","0","1","0.99755578125602","","1"
"abdullah-NON_RAISER","abdullah-NON_RAISER-RAISED-B","0","","0.00244421874398015","","1"
"abdullah-NON_RAISER","abdullah-NON_RAISER-UNRAISED-F","0","1","0.99755578125602","",""
"abdullah-NON_RAISER","abdullah-NON_RAISER-UNRAISED-B","3","","0.00244421874398015","",""
"abduraxman-NON_RAISER","abduraxman-NON_RAISER-RAISED-F","0","1","0.998591532795237","","1"
"abduraxman-NON_RAISER","abduraxman-NON_RAISER-RAISED-B","0","","0.00140846720476306","","1"
"abduraxman-NON_RAISER","abduraxman-NON_RAISER-UNRAISED-F","0","1","0.998591532795237","",""
"abduraxman-NON_RAISER","abduraxman-NON_RAISER-UNRAISED-B","7","","0.00140846720476306","",""
"abdurehim-NON_RAISER","abdurehim-NON_RAISER-RAISED-F","0","1","0.0037734730657884","","1"
"abdurehim-NON_RAISER","abdurehim-NON_RAISER-RAISED-B","0","","0.996226526934212","","1"
"abdurehim-NON_RAISER","abdurehim-NON_RAISER-UNRAISED-F","3","","0.0037734730657884","",""
"abdurehim-NON_RAISER","abdurehim-NON_RAISER-UNRAISED-B","1","1","0.996226526934212","",""
"abduréhim-NON_RAISER","abduréhim-NON_RAISER-RAISED-F","0","1","0.998635685625314","","1"
"abduréhim-NON_RAISER","abduréhim-NON_RAISER-RAISED-B","0","","0.00136431437468632","","1"
"abduréhim-NON_RAISER","abduréhim-NON_RAISER-UNRAISED-F","3","1","0.998635685625314","",""
"abduréhim-NON_RAISER","abduréhim-NON_RAISER-UNRAISED-B","12","","0.00136431437468632","",""
"abduréshit-NON_RAISER","abduréshit-NON_RAISER-RAISED-F","0","1","0.998027411906065","","1"
"abduréshit-NON_RAISER","abduréshit-NON_RAISER-RAISED-B","0","","0.00197258809393464","","1"
"abduréshit-NON_RAISER","abduréshit-NON_RAISER-UNRAISED-F","0","1","0.998027411906065","",""
"abduréshit-NON_RAISER","abduréshit-NON_RAISER-UNRAISED-B","3","","0.00197258809393464","",""
"abduweli-NON_RAISER","abduweli-NON_RAISER-RAISED-F","0","1","0.0022358872037655","","1"
"abduweli-NON_RAISER","abduweli-NON_RAISER-RAISED-B","0","","0.997764112796234","","1"
"abduweli-NON_RAISER","abduweli-NON_RAISER-UNRAISED-F","9","","0.0022358872037655","",""
"abduweli-NON_RAISER","abduweli-NON_RAISER-UNRAISED-B","0","1","0.997764112796234","",""
"abide-RAISER","abide-RAISER-RAISED-F","74","1","0.0207703723389117","","1"
"abide-RAISER","abide-RAISER-RAISED-B","0","","0.979229627661088","","1"
"abide-RAISER","abide-RAISER-UNRAISED-F","0","","0.0207703723389117","1",""
"abide-RAISER","abide-RAISER-UNRAISED-B","0","1","0.979229627661088","1",""
"ablet-NON_RAISER","ablet-NON_RAISER-RAISED-F","0","1","0.00259123762548047","","1"
"ablet-NON_RAISER","ablet-NON_RAISER-RAISED-B","0","","0.99740876237452","","1"
"ablet-NON_RAISER","ablet-NON_RAISER-UNRAISED-F","4","","0.00259123762548047","",""
"ablet-NON_RAISER","ablet-NON_RAISER-UNRAISED-B","0","1","0.99740876237452","",""
"abont-NON_RAISER","abont-NON_RAISER-RAISED-F","0","1","0.994943428352501","","1"
"abont-NON_RAISER","abont-NON_RAISER-RAISED-B","0","","0.00505657164749906","","1"
"abont-NON_RAISER","abont-NON_RAISER-UNRAISED-F","0","1","0.994943428352501","",""
"abont-NON_RAISER","abont-NON_RAISER-UNRAISED-B","38","","0.00505657164749906","",""
"abroy-NON_RAISER","abroy-NON_RAISER-RAISED-F","0","1","0.998497338637799","","1"
"abroy-NON_RAISER","abroy-NON_RAISER-RAISED-B","0","","0.00150266136220067","","1"
"abroy-NON_RAISER","abroy-NON_RAISER-UNRAISED-F","0","1","0.998497338637799","",""
"abroy-NON_RAISER","abroy-NON_RAISER-UNRAISED-B","114","","0.00150266136220067","",""
"abruy-NON_RAISER","abruy-NON_RAISER-RAISED-F","0","1","0.997261833466718","","1"
"abruy-NON_RAISER","abruy-NON_RAISER-RAISED-B","0","","0.00273816653328163","","1"
"abruy-NON_RAISER","abruy-NON_RAISER-UNRAISED-F","0","1","0.997261833466718","",""
"abruy-NON_RAISER","abruy-NON_RAISER-UNRAISED-B","48","","0.00273816653328163","",""
"abzas-NON_RAISER","abzas-NON_RAISER-RAISED-F","0","1","0.994709764372857","","1"
"abzas-NON_RAISER","abzas-NON_RAISER-RAISED-B","0","","0.00529023562714337","","1"
"abzas-NON_RAISER","abzas-NON_RAISER-UNRAISED-F","0","1","0.994709764372857","",""
"abzas-NON_RAISER","abzas-NON_RAISER-UNRAISED-B","17","","0.00529023562714337","",""
"abzas-RAISER","abzas-RAISER-RAISED-F","0","1","0.994709764372857","","1"
"abzas-RAISER","abzas-RAISER-RAISED-B","1","","0.00529023562714337","","1"
"abzas-RAISER","abzas-RAISER-UNRAISED-F","0","1","0.994709764372857","1",""
"abzas-RAISER","abzas-RAISER-UNRAISED-B","0","","0.00529023562714337","1",""
"acha-NON_RAISER","acha-NON_RAISER-RAISED-F","0","1","0.994860684500426","","1"
"acha-NON_RAISER","acha-NON_RAISER-RAISED-B","0","","0.00513931549957403","","1"
"acha-NON_RAISER","acha-NON_RAISER-UNRAISED-F","0","1","0.994860684500426","",""
"acha-NON_RAISER","acha-NON_RAISER-UNRAISED-B","3","","0.00513931549957403","",""
"acha-RAISER","acha-RAISER-RAISED-F","0","1","0.994860684500426","","1"
"acha-RAISER","acha-RAISER-RAISED-B","7","","0.00513931549957403","","1"
"acha-RAISER","acha-RAISER-UNRAISED-F","0","1","0.994860684500426","1",""
"acha-RAISER","acha-RAISER-UNRAISED-B","0","","0.00513931549957403","1",""
"achal-NON_RAISER","achal-NON_RAISER-RAISED-F","0","1","0.992064982128839","","1"
"achal-NON_RAISER","achal-NON_RAISER-RAISED-B","0","","0.00793501787116113","","1"
"achal-NON_RAISER","achal-NON_RAISER-UNRAISED-F","0","1","0.992064982128839","",""
"achal-NON_RAISER","achal-NON_RAISER-UNRAISED-B","8","","0.00793501787116113","",""
"achal-RAISER","achal-RAISER-RAISED-F","0","1","0.992064982128839","","1"
"achal-RAISER","achal-RAISER-RAISED-B","3","","0.00793501787116113","","1"
"achal-RAISER","achal-RAISER-UNRAISED-F","0","1","0.992064982128839","1",""
"achal-RAISER","achal-RAISER-UNRAISED-B","0","","0.00793501787116113","1",""
"achquche-RAISER","achquche-RAISER-RAISED-F","2","1","0.266615435662845","","1"
"achquche-RAISER","achquche-RAISER-RAISED-B","18","","0.733384564337155","","1"
"achquche-RAISER","achquche-RAISER-UNRAISED-F","0","","0.266615435662845","1",""
"achquche-RAISER","achquche-RAISER-UNRAISED-B","0","1","0.733384564337155","1",""
"adalet-NON_RAISER","adalet-NON_RAISER-RAISED-F","0","1","0.00135124426047797","","1"
"adalet-NON_RAISER","adalet-NON_RAISER-RAISED-B","0","","0.998648755739522","","1"
"adalet-NON_RAISER","adalet-NON_RAISER-UNRAISED-F","308","","0.00135124426047797","",""
"adalet-NON_RAISER","adalet-NON_RAISER-UNRAISED-B","0","1","0.998648755739522","",""
"adalet-RAISER","adalet-RAISER-RAISED-F","14","1","0.00135124426047797","","1"
"adalet-RAISER","adalet-RAISER-RAISED-B","0","","0.998648755739522","","1"
"adalet-RAISER","adalet-RAISER-UNRAISED-F","0","","0.00135124426047797","1",""
"adalet-RAISER","adalet-RAISER-UNRAISED-B","0","1","0.998648755739522","1",""
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-RAISED-F","0","","0.00888219683280099","","1"
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-RAISED-B","0","1","0.991117803167199","","1"
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-UNRAISED-F","8","","0.00888219683280099","",""
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-UNRAISED-B","0","1","0.991117803167199","",""
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-RAISED-F","0","1","0.00405449196881456","","1"
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-RAISED-B","0","","0.995945508031185","","1"
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-UNRAISED-F","195","","0.00405449196881456","",""
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-UNRAISED-B","0","1","0.995945508031185","",""
"adash-NON_RAISER","adash-NON_RAISER-RAISED-F","0","1","0.977469605890137","","1"
"adash-NON_RAISER","adash-NON_RAISER-RAISED-B","0","","0.0225303941098626","","1"
"adash-NON_RAISER","adash-NON_RAISER-UNRAISED-F","0","1","0.977469605890137","",""
"adash-NON_RAISER","adash-NON_RAISER-UNRAISED-B","4","","0.0225303941098626","",""
"adawet-NON_RAISER","adawet-NON_RAISER-RAISED-F","0","1","0.00762399668189166","","1"
"adawet-NON_RAISER","adawet-NON_RAISER-RAISED-B","0","","0.992376003318108","","1"
"adawet-NON_RAISER","adawet-NON_RAISER-UNRAISED-F","16","","0.00762399668189166","",""
"adawet-NON_RAISER","adawet-NON_RAISER-UNRAISED-B","0","1","0.992376003318108","",""
"adawet-RAISER","adawet-RAISER-RAISED-F","1","1","0.00762399668189166","","1"
"adawet-RAISER","adawet-RAISER-RAISED-B","0","","0.992376003318108","","1"
"adawet-RAISER","adawet-RAISER-UNRAISED-F","0","","0.00762399668189166","1",""
"adawet-RAISER","adawet-RAISER-UNRAISED-B","0","1","0.992376003318108","1",""
"addiylash-NON_RAISER","addiylash-NON_RAISER-RAISED-F","0","1","0.962311701477588","","1"
"addiylash-NON_RAISER","addiylash-NON_RAISER-RAISED-B","0","","0.0376882985224121","","1"
"addiylash-NON_RAISER","addiylash-NON_RAISER-UNRAISED-F","0","1","0.962311701477588","",""
"addiylash-NON_RAISER","addiylash-NON_RAISER-UNRAISED-B","1","","0.0376882985224121","",""
"addiylash-RAISER","addiylash-RAISER-RAISED-F","0","1","0.962311701477588","","1"
"addiylash-RAISER","addiylash-RAISER-RAISED-B","1","","0.0376882985224121","","1"
"addiylash-RAISER","addiylash-RAISER-UNRAISED-F","0","1","0.962311701477588","1",""
"addiylash-RAISER","addiylash-RAISER-UNRAISED-B","0","","0.0376882985224121","1",""
"adem-NON_RAISER","adem-NON_RAISER-RAISED-F","0","1","0.000623600671234248","","1"
"adem-NON_RAISER","adem-NON_RAISER-RAISED-B","0","","0.999376399328766","","1"
"adem-NON_RAISER","adem-NON_RAISER-UNRAISED-F","4964","","0.000623600671234248","",""
"adem-NON_RAISER","adem-NON_RAISER-UNRAISED-B","7","1","0.999376399328766","",""
"ademiy-NON_RAISER","ademiy-NON_RAISER-RAISED-F","0","1","0.0201230176259981","","1"
"ademiy-NON_RAISER","ademiy-NON_RAISER-RAISED-B","0","","0.979876982374002","","1"
"ademiy-NON_RAISER","ademiy-NON_RAISER-UNRAISED-F","6","","0.0201230176259981","",""
"ademiy-NON_RAISER","ademiy-NON_RAISER-UNRAISED-B","0","1","0.979876982374002","",""
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-RAISED-F","0","","0.0310366395214014","","1"
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-RAISED-B","0","1","0.968963360478599","","1"
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-UNRAISED-F","5","","0.0310366395214014","",""
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-UNRAISED-B","0","1","0.968963360478599","",""
"ademxor-NON_RAISER","ademxor-NON_RAISER-RAISED-F","0","","0.969284863782261","","1"
"ademxor-NON_RAISER","ademxor-NON_RAISER-RAISED-B","0","1","0.0307151362177395","","1"
"ademxor-NON_RAISER","ademxor-NON_RAISER-UNRAISED-F","0","1","0.969284863782261","",""
"ademxor-NON_RAISER","ademxor-NON_RAISER-UNRAISED-B","1","","0.0307151362177395","",""
"ademzat-NON_RAISER","ademzat-NON_RAISER-RAISED-F","0","","0.995021438303674","","1"
"ademzat-NON_RAISER","ademzat-NON_RAISER-RAISED-B","0","1","0.00497856169632616","","1"
"ademzat-NON_RAISER","ademzat-NON_RAISER-UNRAISED-F","0","1","0.995021438303674","",""
"ademzat-NON_RAISER","ademzat-NON_RAISER-UNRAISED-B","12","","0.00497856169632616","",""
"adet-NON_RAISER","adet-NON_RAISER-RAISED-F","0","1","0.00185360404397493","","1"
"adet-NON_RAISER","adet-NON_RAISER-RAISED-B","0","","0.998146395956025","","1"
"adet-NON_RAISER","adet-NON_RAISER-UNRAISED-F","1760","","0.00185360404397493","",""
"adet-NON_RAISER","adet-NON_RAISER-UNRAISED-B","3","1","0.998146395956025","",""
"adet-RAISER","adet-RAISER-RAISED-F","114","1","0.00185360404397493","","1"
"adet-RAISER","adet-RAISER-RAISED-B","1","","0.998146395956025","","1"
"adet-RAISER","adet-RAISER-UNRAISED-F","0","","0.00185360404397493","1",""
"adet-RAISER","adet-RAISER-UNRAISED-B","0","1","0.998146395956025","1",""
"adiljan-NON_RAISER","adiljan-NON_RAISER-RAISED-F","0","1","0.997859680517292","","1"
"adiljan-NON_RAISER","adiljan-NON_RAISER-RAISED-B","0","","0.00214031948270799","","1"
"adiljan-NON_RAISER","adiljan-NON_RAISER-UNRAISED-F","0","1","0.997859680517292","",""
"adiljan-NON_RAISER","adiljan-NON_RAISER-UNRAISED-B","1","","0.00214031948270799","",""
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-RAISED-F","0","1","0.999020360622575","","1"
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-RAISED-B","0","","0.000979639377425068","","1"
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-UNRAISED-F","0","1","0.999020360622575","",""
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-UNRAISED-B","394","","0.000979639377425068","",""
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-RAISED-F","0","1","0.988244043391429","","1"
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-RAISED-B","0","","0.0117559566085713","","1"
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-UNRAISED-F","0","1","0.988244043391429","",""
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-UNRAISED-B","1","","0.0117559566085713","",""
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-RAISED-F","0","1","0.998168075293814","","1"
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-RAISED-B","0","","0.00183192470618565","","1"
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-UNRAISED-F","0","1","0.998168075293814","",""
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-UNRAISED-B","113","","0.00183192470618565","",""
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-RAISED-F","0","1","0.993965966471783","","1"
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-RAISED-B","0","","0.00603403352821685","","1"
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-UNRAISED-F","0","1","0.993965966471783","",""
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-UNRAISED-B","38","","0.00603403352821685","",""
"aghriqxana-RAISER","aghriqxana-RAISER-RAISED-F","0","1","0.998652091792672","","1"
"aghriqxana-RAISER","aghriqxana-RAISER-RAISED-B","9","","0.001347908207328","","1"
"aghriqxana-RAISER","aghriqxana-RAISER-UNRAISED-F","0","1","0.998652091792672","1",""
"aghriqxana-RAISER","aghriqxana-RAISER-UNRAISED-B","431","","0.001347908207328","1",""
"agronom-NON_RAISER","agronom-NON_RAISER-RAISED-F","0","1","0.996931104501058","","1"
"agronom-NON_RAISER","agronom-NON_RAISER-RAISED-B","0","","0.00306889549894152","","1"
"agronom-NON_RAISER","agronom-NON_RAISER-UNRAISED-F","0","1","0.996931104501058","",""
"agronom-NON_RAISER","agronom-NON_RAISER-UNRAISED-B","14","","0.00306889549894152","",""
"aha-RAISER","aha-RAISER-RAISED-F","1","1","0.962206549040262","","1"
"aha-RAISER","aha-RAISER-RAISED-B","0","","0.0377934509597383","","1"
"aha-RAISER","aha-RAISER-UNRAISED-F","0","1","0.962206549040262","1",""
"aha-RAISER","aha-RAISER-UNRAISED-B","0","","0.0377934509597383","1",""
"ahale-RAISER","ahale-RAISER-RAISED-F","1783","1","0.0123733964626684","","1"
"ahale-RAISER","ahale-RAISER-RAISED-B","480","","0.987626603537332","","1"
"ahale-RAISER","ahale-RAISER-UNRAISED-F","0","","0.0123733964626684","1",""
"ahale-RAISER","ahale-RAISER-UNRAISED-B","0","1","0.987626603537332","1",""
"ahanet-NON_RAISER","ahanet-NON_RAISER-RAISED-F","0","1","0.00945215897668559","","1"
"ahanet-NON_RAISER","ahanet-NON_RAISER-RAISED-B","0","","0.990547841023314","","1"
"ahanet-NON_RAISER","ahanet-NON_RAISER-UNRAISED-F","11","","0.00945215897668559","",""
"ahanet-NON_RAISER","ahanet-NON_RAISER-UNRAISED-B","0","1","0.990547841023314","",""
"ahanet-RAISER","ahanet-RAISER-RAISED-F","4","1","0.00945215897668559","","1"
"ahanet-RAISER","ahanet-RAISER-RAISED-B","0","","0.990547841023314","","1"
"ahanet-RAISER","ahanet-RAISER-UNRAISED-F","0","","0.00945215897668559","1",""
"ahanet-RAISER","ahanet-RAISER-UNRAISED-B","0","1","0.990547841023314","1",""
"ahang-NON_RAISER","ahang-NON_RAISER-RAISED-F","0","1","0.991048524505099","","1"
"ahang-NON_RAISER","ahang-NON_RAISER-RAISED-B","0","","0.00895147549490072","","1"
"ahang-NON_RAISER","ahang-NON_RAISER-UNRAISED-F","0","1","0.991048524505099","",""
"ahang-NON_RAISER","ahang-NON_RAISER-UNRAISED-B","14","","0.00895147549490072","",""
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-RAISED-F","0","1","0.978429464697145","","1"
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-RAISED-B","0","","0.0215705353028549","","1"
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-UNRAISED-F","0","1","0.978429464697145","",""
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-UNRAISED-B","4","","0.0215705353028549","",""
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-RAISED-F","0","1","0.988244043391429","","1"
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-RAISED-B","0","","0.0117559566085713","","1"
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-UNRAISED-F","0","1","0.988244043391429","",""
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-UNRAISED-B","8","","0.0117559566085713","",""
"ajizla-RAISER","ajizla-RAISER-RAISED-F","0","1","0.969712054034517","","1"
"ajizla-RAISER","ajizla-RAISER-RAISED-B","8","","0.0302879459654829","","1"
"ajizla-RAISER","ajizla-RAISER-UNRAISED-F","0","1","0.969712054034517","1",""
"ajizla-RAISER","ajizla-RAISER-UNRAISED-B","0","","0.0302879459654829","1",""
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-RAISED-F","0","1","0.989413739516321","","1"
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-RAISED-B","0","","0.0105862604836791","","1"
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-UNRAISED-F","0","1","0.989413739516321","",""
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-UNRAISED-B","10","","0.0105862604836791","",""
"ajizlash-RAISER","ajizlash-RAISER-RAISED-F","0","1","0.989413739516321","","1"
"ajizlash-RAISER","ajizlash-RAISER-RAISED-B","23","","0.0105862604836791","","1"
"ajizlash-RAISER","ajizlash-RAISER-UNRAISED-F","0","1","0.989413739516321","1",""
"ajizlash-RAISER","ajizlash-RAISER-UNRAISED-B","0","","0.0105862604836791","1",""
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-RAISED-F","0","1","0.98545907903542","","1"
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-RAISED-B","0","","0.0145409209645802","","1"
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-UNRAISED-F","0","1","0.98545907903542","",""
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-UNRAISED-B","5","","0.0145409209645802","",""
"ajizlat-RAISER","ajizlat-RAISER-RAISED-F","0","1","0.98545907903542","","1"
"ajizlat-RAISER","ajizlat-RAISER-RAISED-B","26","","0.0145409209645802","","1"
"ajizlat-RAISER","ajizlat-RAISER-UNRAISED-F","0","1","0.98545907903542","1",""
"ajizlat-RAISER","ajizlat-RAISER-UNRAISED-B","0","","0.0145409209645802","1",""
"ajral-NON_RAISER","ajral-NON_RAISER-RAISED-F","0","1","0.996179192786748","","1"
"ajral-NON_RAISER","ajral-NON_RAISER-RAISED-B","0","","0.00382080721325184","","1"
"ajral-NON_RAISER","ajral-NON_RAISER-UNRAISED-F","0","1","0.996179192786748","",""
"ajral-NON_RAISER","ajral-NON_RAISER-UNRAISED-B","100","","0.00382080721325184","",""
"ajrash-NON_RAISER","ajrash-NON_RAISER-RAISED-F","0","1","0.979075935817117","","1"
"ajrash-NON_RAISER","ajrash-NON_RAISER-RAISED-B","0","","0.0209240641828828","","1"
"ajrash-NON_RAISER","ajrash-NON_RAISER-UNRAISED-F","0","1","0.979075935817117","",""
"ajrash-NON_RAISER","ajrash-NON_RAISER-UNRAISED-B","1","","0.0209240641828828","",""
"ajrash-RAISER","ajrash-RAISER-RAISED-F","0","1","0.979075935817117","","1"
"ajrash-RAISER","ajrash-RAISER-RAISED-B","10","","0.0209240641828828","","1"
"ajrash-RAISER","ajrash-RAISER-UNRAISED-F","0","1","0.979075935817117","1",""
"ajrash-RAISER","ajrash-RAISER-UNRAISED-B","0","","0.0209240641828828","1",""
"ajrat-NON_RAISER","ajrat-NON_RAISER-RAISED-F","0","1","0.993109995293437","","1"
"ajrat-NON_RAISER","ajrat-NON_RAISER-RAISED-B","0","","0.00689000470656298","","1"
"ajrat-NON_RAISER","ajrat-NON_RAISER-UNRAISED-F","0","1","0.993109995293437","",""
"ajrat-NON_RAISER","ajrat-NON_RAISER-UNRAISED-B","35","","0.00689000470656298","",""
"ajrat-RAISER","ajrat-RAISER-RAISED-F","0","1","0.993109995293437","","1"
"ajrat-RAISER","ajrat-RAISER-RAISED-B","26","","0.00689000470656298","","1"
"ajrat-RAISER","ajrat-RAISER-UNRAISED-F","0","1","0.993109995293437","1",""
"ajrat-RAISER","ajrat-RAISER-UNRAISED-B","0","","0.00689000470656298","1",""
"akadémiye-RAISER","akadémiye-RAISER-RAISED-F","98","1","0.00508587578237983","","1"
"akadémiye-RAISER","akadémiye-RAISER-RAISED-B","0","","0.99491412421762","","1"
"akadémiye-RAISER","akadémiye-RAISER-UNRAISED-F","137","","0.00508587578237983","1",""
"akadémiye-RAISER","akadémiye-RAISER-UNRAISED-B","0","1","0.99491412421762","1",""
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-RAISED-F","0","1","0.990066970478354","","1"
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-RAISED-B","0","","0.00993302952164599","","1"
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-UNRAISED-F","0","1","0.990066970478354","",""
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-UNRAISED-B","3","","0.00993302952164599","",""
"aksi'oma-RAISER","aksi'oma-RAISER-RAISED-F","0","1","0.950184488061758","","1"
"aksi'oma-RAISER","aksi'oma-RAISER-RAISED-B","3","","0.0498155119382424","","1"
"aksi'oma-RAISER","aksi'oma-RAISER-UNRAISED-F","0","1","0.950184488061758","1",""
"aksi'oma-RAISER","aksi'oma-RAISER-UNRAISED-B","0","","0.0498155119382424","1",""
"aksioma-RAISER","aksioma-RAISER-RAISED-F","0","1","0.97334046185295","","1"
"aksioma-RAISER","aksioma-RAISER-RAISED-B","1","","0.0266595381470505","","1"
"aksioma-RAISER","aksioma-RAISER-UNRAISED-F","0","1","0.97334046185295","1",""
