"Input","Output","Frequency","HarmonicUniformity","*Unraised","ID"
"abdurehim-NON_RAISER","abdurehim-NON_RAISER-RAISED-B","0","0.823207304025247","","1"
"abdurehim-NON_RAISER","abdurehim-NON_RAISER-UNRAISED-F","3","0.176792695974753","",""
"abdurehim-NON_RAISER","abdurehim-NON_RAISER-UNRAISED-B","1","0.823207304025247","",""
"abduréhim-NON_RAISER","abduréhim-NON_RAISER-RAISED-F","0","0.796574079494416","","1"
"abduréhim-NON_RAISER","abduréhim-NON_RAISER-RAISED-B","0","0.203425920505584","","1"
"abduréhim-NON_RAISER","abduréhim-NON_RAISER-UNRAISED-F","3","0.796574079494416","",""
"abduréhim-NON_RAISER","abduréhim-NON_RAISER-UNRAISED-B","10","0.203425920505584","",""
"abduréshit-NON_RAISER","abduréshit-NON_RAISER-RAISED-F","0","0.999982694236569","","1"
"abduréshit-NON_RAISER","abduréshit-NON_RAISER-RAISED-B","0","1.73057634312856e-05","","1"
"abduréshit-NON_RAISER","abduréshit-NON_RAISER-UNRAISED-F","0","0.999982694236569","",""
"abduréshit-NON_RAISER","abduréshit-NON_RAISER-UNRAISED-B","4","1.73057634312856e-05","",""
"abduweli-NON_RAISER","abduweli-NON_RAISER-RAISED-F","0","4.09090977919823e-05","","1"
"abduweli-NON_RAISER","abduweli-NON_RAISER-RAISED-B","0","0.999959090902208","","1"
"abduweli-NON_RAISER","abduweli-NON_RAISER-UNRAISED-F","11","4.09090977919823e-05","",""
"abduweli-NON_RAISER","abduweli-NON_RAISER-UNRAISED-B","0","0.999959090902208","",""
"abide-RAISER","abide-RAISER-RAISED-F","72","8.24404199408451e-05","","1"
"abide-RAISER","abide-RAISER-RAISED-B","0","0.999917559580059","","1"
"abide-RAISER","abide-RAISER-UNRAISED-F","0","8.24404199408451e-05","1",""
"abide-RAISER","abide-RAISER-UNRAISED-B","0","0.999917559580059","1",""
"ablet-NON_RAISER","ablet-NON_RAISER-RAISED-F","0","4.44641441210088e-05","","1"
"ablet-NON_RAISER","ablet-NON_RAISER-RAISED-B","0","0.999955535855879","","1"
"ablet-NON_RAISER","ablet-NON_RAISER-UNRAISED-F","4","4.44641441210088e-05","",""
"ablet-NON_RAISER","ablet-NON_RAISER-UNRAISED-B","0","0.999955535855879","",""
"abont-NON_RAISER","abont-NON_RAISER-RAISED-F","0","0.999947623151911","","1"
"abont-NON_RAISER","abont-NON_RAISER-RAISED-B","0","5.23768480894526e-05","","1"
"abont-NON_RAISER","abont-NON_RAISER-UNRAISED-F","0","0.999947623151911","",""
"abont-NON_RAISER","abont-NON_RAISER-UNRAISED-B","39","5.23768480894526e-05","",""
"abroy-NON_RAISER","abroy-NON_RAISER-RAISED-F","0","0.999988076769655","","1"
"abroy-NON_RAISER","abroy-NON_RAISER-RAISED-B","0","1.19232303453787e-05","","1"
"abroy-NON_RAISER","abroy-NON_RAISER-UNRAISED-F","0","0.999988076769655","",""
"abroy-NON_RAISER","abroy-NON_RAISER-UNRAISED-B","115","1.19232303453787e-05","",""
"abruy-NON_RAISER","abruy-NON_RAISER-RAISED-F","0","0.999974894807722","","1"
"abruy-NON_RAISER","abruy-NON_RAISER-RAISED-B","0","2.51051922780521e-05","","1"
"abruy-NON_RAISER","abruy-NON_RAISER-UNRAISED-F","0","0.999974894807722","",""
"abruy-NON_RAISER","abruy-NON_RAISER-UNRAISED-B","49","2.51051922780521e-05","",""
"abzas-NON_RAISER","abzas-NON_RAISER-RAISED-F","0","0.999943853680214","","1"
"abzas-NON_RAISER","abzas-NON_RAISER-RAISED-B","0","5.61463197863432e-05","","1"
"abzas-NON_RAISER","abzas-NON_RAISER-UNRAISED-F","0","0.999943853680214","",""
"abzas-NON_RAISER","abzas-NON_RAISER-UNRAISED-B","15","5.61463197863432e-05","",""
"abzas-RAISER","abzas-RAISER-RAISED-F","0","0.999943853680214","","1"
"abzas-RAISER","abzas-RAISER-RAISED-B","1","5.61463197863432e-05","","1"
"abzas-RAISER","abzas-RAISER-UNRAISED-F","0","0.999943853680214","1",""
"abzas-RAISER","abzas-RAISER-UNRAISED-B","0","5.61463197863432e-05","1",""
"acha-NON_RAISER","acha-NON_RAISER-RAISED-F","0","0.999968571545667","","1"
"acha-NON_RAISER","acha-NON_RAISER-RAISED-B","0","3.14284543334598e-05","","1"
"acha-NON_RAISER","acha-NON_RAISER-UNRAISED-F","0","0.999968571545667","",""
"acha-NON_RAISER","acha-NON_RAISER-UNRAISED-B","3","3.14284543334598e-05","",""
"acha-RAISER","acha-RAISER-RAISED-F","0","0.999968571545667","","1"
"acha-RAISER","acha-RAISER-RAISED-B","6","3.14284543334598e-05","","1"
"acha-RAISER","acha-RAISER-UNRAISED-F","0","0.999968571545667","1",""
"acha-RAISER","acha-RAISER-UNRAISED-B","0","3.14284543334598e-05","1",""
"achal-NON_RAISER","achal-NON_RAISER-RAISED-F","0","0.999922156469854","","1"
"achal-NON_RAISER","achal-NON_RAISER-RAISED-B","0","7.78435301461711e-05","","1"
"achal-NON_RAISER","achal-NON_RAISER-UNRAISED-F","0","0.999922156469854","",""
"achal-NON_RAISER","achal-NON_RAISER-UNRAISED-B","7","7.78435301461711e-05","",""
"achal-RAISER","achal-RAISER-RAISED-F","0","0.999922156469854","","1"
"achal-RAISER","achal-RAISER-RAISED-B","2","7.78435301461711e-05","","1"
"achal-RAISER","achal-RAISER-UNRAISED-F","0","0.999922156469854","1",""
"achal-RAISER","achal-RAISER-UNRAISED-B","0","7.78435301461711e-05","1",""
"achquche-RAISER","achquche-RAISER-RAISED-F","2","0.894424710390309","","1"
"achquche-RAISER","achquche-RAISER-RAISED-B","18","0.105575289609691","","1"
"achquche-RAISER","achquche-RAISER-UNRAISED-F","0","0.894424710390309","1",""
"achquche-RAISER","achquche-RAISER-UNRAISED-B","0","0.105575289609691","1",""
"adalet-NON_RAISER","adalet-NON_RAISER-RAISED-F","0","2.49688365188607e-05","","1"
"adalet-NON_RAISER","adalet-NON_RAISER-RAISED-B","0","0.999975031163481","","1"
"adalet-NON_RAISER","adalet-NON_RAISER-UNRAISED-F","312","2.49688365188607e-05","",""
"adalet-NON_RAISER","adalet-NON_RAISER-UNRAISED-B","0","0.999975031163481","",""
"adalet-RAISER","adalet-RAISER-RAISED-F","15","2.49688365188607e-05","","1"
"adalet-RAISER","adalet-RAISER-RAISED-B","0","0.999975031163481","","1"
"adalet-RAISER","adalet-RAISER-UNRAISED-F","0","2.49688365188607e-05","1",""
"adalet-RAISER","adalet-RAISER-UNRAISED-B","0","0.999975031163481","1",""
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-RAISED-F","0","8.33972663399858e-05","","1"
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-RAISED-B","0","0.99991660273366","","1"
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-UNRAISED-F","8","8.33972663399858e-05","",""
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-UNRAISED-B","0","0.99991660273366","",""
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-RAISED-F","0","4.41487576363556e-05","","1"
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-RAISED-B","0","0.999955851242364","","1"
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-UNRAISED-F","197","4.41487576363556e-05","",""
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-UNRAISED-B","0","0.999955851242364","",""
"adash-NON_RAISER","adash-NON_RAISER-RAISED-F","0","0.999821675458915","","1"
"adash-NON_RAISER","adash-NON_RAISER-RAISED-B","0","0.000178324541084685","","1"
"adash-NON_RAISER","adash-NON_RAISER-UNRAISED-F","0","0.999821675458915","",""
"adash-NON_RAISER","adash-NON_RAISER-UNRAISED-B","4","0.000178324541084685","",""
"adawet-NON_RAISER","adawet-NON_RAISER-RAISED-F","0","6.99166835926605e-05","","1"
"adawet-NON_RAISER","adawet-NON_RAISER-RAISED-B","0","0.999930083316407","","1"
"adawet-NON_RAISER","adawet-NON_RAISER-UNRAISED-F","20","6.99166835926605e-05","",""
"adawet-NON_RAISER","adawet-NON_RAISER-UNRAISED-B","0","0.999930083316407","",""
"adawet-RAISER","adawet-RAISER-RAISED-F","1","6.99166835926605e-05","","1"
"adawet-RAISER","adawet-RAISER-RAISED-B","0","0.999930083316407","","1"
"adawet-RAISER","adawet-RAISER-UNRAISED-F","0","6.99166835926605e-05","1",""
"adawet-RAISER","adawet-RAISER-UNRAISED-B","0","0.999930083316407","1",""
"addiylash-NON_RAISER","addiylash-NON_RAISER-RAISED-F","0","0.999711305921081","","1"
"addiylash-NON_RAISER","addiylash-NON_RAISER-RAISED-B","0","0.000288694078919183","","1"
"addiylash-NON_RAISER","addiylash-NON_RAISER-UNRAISED-F","0","0.999711305921081","",""
"addiylash-NON_RAISER","addiylash-NON_RAISER-UNRAISED-B","1","0.000288694078919183","",""
"adem-NON_RAISER","adem-NON_RAISER-RAISED-F","0","0.00117752155053332","","1"
"adem-NON_RAISER","adem-NON_RAISER-RAISED-B","0","0.998822478449467","","1"
"adem-NON_RAISER","adem-NON_RAISER-UNRAISED-F","4969","0.00117752155053332","",""
"adem-NON_RAISER","adem-NON_RAISER-UNRAISED-B","6","0.998822478449467","",""
"ademiy-NON_RAISER","ademiy-NON_RAISER-RAISED-F","0","0.000128266217302854","","1"
"ademiy-NON_RAISER","ademiy-NON_RAISER-RAISED-B","0","0.999871733782697","","1"
"ademiy-NON_RAISER","ademiy-NON_RAISER-UNRAISED-F","5","0.000128266217302854","",""
"ademiy-NON_RAISER","ademiy-NON_RAISER-UNRAISED-B","0","0.999871733782697","",""
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-RAISED-F","0","0.000160044898018456","","1"
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-RAISED-B","0","0.999839955101982","","1"
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-UNRAISED-F","6","0.000160044898018456","",""
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-UNRAISED-B","0","0.999839955101982","",""
"ademxor-NON_RAISER","ademxor-NON_RAISER-RAISED-F","0","0.999479235704217","","1"
"ademxor-NON_RAISER","ademxor-NON_RAISER-RAISED-B","0","0.000520764295783405","","1"
"ademxor-NON_RAISER","ademxor-NON_RAISER-UNRAISED-F","0","0.999479235704217","",""
"ademxor-NON_RAISER","ademxor-NON_RAISER-UNRAISED-B","1","0.000520764295783405","",""
"ademzat-NON_RAISER","ademzat-NON_RAISER-RAISED-F","0","0.999946385404292","","1"
"ademzat-NON_RAISER","ademzat-NON_RAISER-RAISED-B","0","5.36145957077405e-05","","1"
"ademzat-NON_RAISER","ademzat-NON_RAISER-UNRAISED-F","0","0.999946385404292","",""
"ademzat-NON_RAISER","ademzat-NON_RAISER-UNRAISED-B","10","5.36145957077405e-05","",""
"adet-NON_RAISER","adet-NON_RAISER-RAISED-F","0","0.0015120838260883","","1"
"adet-NON_RAISER","adet-NON_RAISER-RAISED-B","0","0.998487916173912","","1"
"adet-NON_RAISER","adet-NON_RAISER-UNRAISED-F","1772","0.0015120838260883","",""
"adet-NON_RAISER","adet-NON_RAISER-UNRAISED-B","2","0.998487916173912","",""
"adet-RAISER","adet-RAISER-RAISED-F","120","0.0015120838260883","","1"
"adet-RAISER","adet-RAISER-RAISED-B","1","0.998487916173912","","1"
"adet-RAISER","adet-RAISER-UNRAISED-F","0","0.0015120838260883","1",""
"adet-RAISER","adet-RAISER-UNRAISED-B","0","0.998487916173912","1",""
"adiljan-NON_RAISER","adiljan-NON_RAISER-RAISED-F","0","0.999980843600959","","1"
"adiljan-NON_RAISER","adiljan-NON_RAISER-RAISED-B","0","1.91563990408206e-05","","1"
"adiljan-NON_RAISER","adiljan-NON_RAISER-UNRAISED-F","0","0.999980843600959","",""
"adiljan-NON_RAISER","adiljan-NON_RAISER-UNRAISED-B","2","1.91563990408206e-05","",""
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-RAISED-F","0","0.999993215301484","","1"
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-RAISED-B","0","6.78469851600472e-06","","1"
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-UNRAISED-F","0","0.999993215301484","",""
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-UNRAISED-B","391","6.78469851600472e-06","",""
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-RAISED-F","0","0.999842543316394","","1"
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-RAISED-B","0","0.000157456683606116","","1"
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-UNRAISED-F","0","0.999842543316394","",""
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-UNRAISED-B","1","0.000157456683606116","",""
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-RAISED-F","0","0.99998487475711","","1"
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-RAISED-B","0","1.5125242889602e-05","","1"
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-UNRAISED-F","0","0.99998487475711","",""
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-UNRAISED-B","106","1.5125242889602e-05","",""
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-RAISED-F","0","0.999935662200601","","1"
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-RAISED-B","0","6.43377993988503e-05","","1"
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-UNRAISED-F","0","0.999935662200601","",""
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-UNRAISED-B","39","6.43377993988503e-05","",""
"aghriqxana-RAISER","aghriqxana-RAISER-RAISED-F","0","0.99999048018845","","1"
"aghriqxana-RAISER","aghriqxana-RAISER-RAISED-B","9","9.5198115497297e-06","","1"
"aghriqxana-RAISER","aghriqxana-RAISER-UNRAISED-F","0","0.99999048018845","1",""
"aghriqxana-RAISER","aghriqxana-RAISER-UNRAISED-B","427","9.5198115497297e-06","1",""
"agronom-NON_RAISER","agronom-NON_RAISER-RAISED-F","0","0.999970373667004","","1"
"agronom-NON_RAISER","agronom-NON_RAISER-RAISED-B","0","2.9626332996191e-05","","1"
"agronom-NON_RAISER","agronom-NON_RAISER-UNRAISED-F","0","0.999970373667004","",""
"agronom-NON_RAISER","agronom-NON_RAISER-UNRAISED-B","12","2.9626332996191e-05","",""
"aha-RAISER","aha-RAISER-RAISED-F","1","0.30896848844638","","1"
"aha-RAISER","aha-RAISER-RAISED-B","0","0.69103151155362","","1"
"aha-RAISER","aha-RAISER-UNRAISED-F","0","0.30896848844638","1",""
"aha-RAISER","aha-RAISER-UNRAISED-B","0","0.69103151155362","1",""
"ahale-RAISER","ahale-RAISER-RAISED-F","1765","0.217858669408821","","1"
"ahale-RAISER","ahale-RAISER-RAISED-B","492","0.782141330591179","","1"
"ahale-RAISER","ahale-RAISER-UNRAISED-F","0","0.217858669408821","1",""
"ahale-RAISER","ahale-RAISER-UNRAISED-B","0","0.782141330591179","1",""
"ahanet-NON_RAISER","ahanet-NON_RAISER-RAISED-F","0","7.96717773421794e-05","","1"
"ahanet-NON_RAISER","ahanet-NON_RAISER-RAISED-B","0","0.999920328222658","","1"
"ahanet-NON_RAISER","ahanet-NON_RAISER-UNRAISED-F","11","7.96717773421794e-05","",""
"ahanet-NON_RAISER","ahanet-NON_RAISER-UNRAISED-B","0","0.999920328222658","",""
"ahanet-RAISER","ahanet-RAISER-RAISED-F","4","7.96717773421794e-05","","1"
"ahanet-RAISER","ahanet-RAISER-RAISED-B","0","0.999920328222658","","1"
"ahanet-RAISER","ahanet-RAISER-UNRAISED-F","0","7.96717773421794e-05","1",""
"ahanet-RAISER","ahanet-RAISER-UNRAISED-B","0","0.999920328222658","1",""
"ahang-NON_RAISER","ahang-NON_RAISER-RAISED-F","0","0.999892358073105","","1"
"ahang-NON_RAISER","ahang-NON_RAISER-RAISED-B","0","0.000107641926894941","","1"
"ahang-NON_RAISER","ahang-NON_RAISER-UNRAISED-F","0","0.999892358073105","",""
"ahang-NON_RAISER","ahang-NON_RAISER-UNRAISED-B","15","0.000107641926894941","",""
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-RAISED-F","0","0.999674137994292","","1"
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-RAISED-B","0","0.000325862005708499","","1"
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-UNRAISED-F","0","0.999674137994292","",""
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-UNRAISED-B","4","0.000325862005708499","",""
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-RAISED-F","0","0.999846571455035","","1"
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-RAISED-B","0","0.000153428544964918","","1"
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-UNRAISED-F","0","0.999846571455035","",""
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-UNRAISED-B","7","0.000153428544964918","",""
"ajizla-RAISER","ajizla-RAISER-RAISED-F","0","0.999852846980799","","1"
"ajizla-RAISER","ajizla-RAISER-RAISED-B","8","0.000147153019201429","","1"
"ajizla-RAISER","ajizla-RAISER-UNRAISED-F","0","0.999852846980799","1",""
"ajizla-RAISER","ajizla-RAISER-UNRAISED-B","0","0.000147153019201429","1",""
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-RAISED-F","0","0.999951536636892","","1"
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-RAISED-B","0","4.84633631081532e-05","","1"
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-UNRAISED-F","0","0.999951536636892","",""
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-UNRAISED-B","11","4.84633631081532e-05","",""
"ajizlash-RAISER","ajizlash-RAISER-RAISED-F","0","0.999951536636892","","1"
"ajizlash-RAISER","ajizlash-RAISER-RAISED-B","26","4.84633631081532e-05","","1"
"ajizlash-RAISER","ajizlash-RAISER-UNRAISED-F","0","0.999951536636892","1",""
"ajizlash-RAISER","ajizlash-RAISER-UNRAISED-B","0","4.84633631081532e-05","1",""
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-RAISED-F","0","0.99993352624043","","1"
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-RAISED-B","0","6.64737595703624e-05","","1"
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-UNRAISED-F","0","0.99993352624043","",""
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-UNRAISED-B","6","6.64737595703624e-05","",""
"ajizlat-RAISER","ajizlat-RAISER-RAISED-F","0","0.99993352624043","","1"
"ajizlat-RAISER","ajizlat-RAISER-RAISED-B","22","6.64737595703624e-05","","1"
"ajizlat-RAISER","ajizlat-RAISER-UNRAISED-F","0","0.99993352624043","1",""
"ajizlat-RAISER","ajizlat-RAISER-UNRAISED-B","0","6.64737595703624e-05","1",""
"ajral-NON_RAISER","ajral-NON_RAISER-RAISED-F","0","0.999964414231838","","1"
"ajral-NON_RAISER","ajral-NON_RAISER-RAISED-B","0","3.55857681623162e-05","","1"
"ajral-NON_RAISER","ajral-NON_RAISER-UNRAISED-F","0","0.999964414231838","",""
"ajral-NON_RAISER","ajral-NON_RAISER-UNRAISED-B","97","3.55857681623162e-05","",""
"ajrash-NON_RAISER","ajrash-NON_RAISER-RAISED-F","0","0.999896830591188","","1"
"ajrash-NON_RAISER","ajrash-NON_RAISER-RAISED-B","0","0.000103169408812387","","1"
"ajrash-NON_RAISER","ajrash-NON_RAISER-UNRAISED-F","0","0.999896830591188","",""
"ajrash-NON_RAISER","ajrash-NON_RAISER-UNRAISED-B","1","0.000103169408812387","",""
"ajrash-RAISER","ajrash-RAISER-RAISED-F","0","0.999896830591188","","1"
"ajrash-RAISER","ajrash-RAISER-RAISED-B","10","0.000103169408812387","","1"
"ajrash-RAISER","ajrash-RAISER-UNRAISED-F","0","0.999896830591188","1",""
"ajrash-RAISER","ajrash-RAISER-UNRAISED-B","0","0.000103169408812387","1",""
"ajrat-NON_RAISER","ajrat-NON_RAISER-RAISED-F","0","0.999966610348177","","1"
"ajrat-NON_RAISER","ajrat-NON_RAISER-RAISED-B","0","3.33896518232013e-05","","1"
"ajrat-NON_RAISER","ajrat-NON_RAISER-UNRAISED-F","0","0.999966610348177","",""
"ajrat-NON_RAISER","ajrat-NON_RAISER-UNRAISED-B","36","3.33896518232013e-05","",""
"ajrat-RAISER","ajrat-RAISER-RAISED-F","0","0.999966610348177","","1"
"ajrat-RAISER","ajrat-RAISER-RAISED-B","26","3.33896518232013e-05","","1"
"ajrat-RAISER","ajrat-RAISER-UNRAISED-F","0","0.999966610348177","1",""
"ajrat-RAISER","ajrat-RAISER-UNRAISED-B","0","3.33896518232013e-05","1",""
"akadémiye-RAISER","akadémiye-RAISER-RAISED-F","92","3.94102542150914e-05","","1"
"akadémiye-RAISER","akadémiye-RAISER-RAISED-B","0","0.999960589745785","","1"
"akadémiye-RAISER","akadémiye-RAISER-UNRAISED-F","144","3.94102542150914e-05","1",""
"akadémiye-RAISER","akadémiye-RAISER-UNRAISED-B","0","0.999960589745785","1",""
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-RAISED-F","0","0.999873142343162","","1"
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-RAISED-B","0","0.000126857656837842","","1"
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-UNRAISED-F","0","0.999873142343162","",""
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-UNRAISED-B","3","0.000126857656837842","",""
"aksi'oma-RAISER","aksi'oma-RAISER-RAISED-F","0","0.999637958477493","","1"
"aksi'oma-RAISER","aksi'oma-RAISER-RAISED-B","2","0.000362041522507406","","1"
"aksi'oma-RAISER","aksi'oma-RAISER-UNRAISED-F","0","0.999637958477493","1",""
"aksi'oma-RAISER","aksi'oma-RAISER-UNRAISED-B","0","0.000362041522507406","1",""
"aksioma-RAISER","aksioma-RAISER-RAISED-F","0","0.99974656270011","","1"
"aksioma-RAISER","aksioma-RAISER-RAISED-B","1","0.000253437299889692","","1"
"aksioma-RAISER","aksioma-RAISER-UNRAISED-F","0","0.99974656270011","1",""
"aksioma-RAISER","aksioma-RAISER-UNRAISED-B","0","0.000253437299889692","1",""
"akula-RAISER","akula-RAISER-RAISED-F","0","0.99974656270011","","1"
"akula-RAISER","akula-RAISER-RAISED-B","1","0.000253437299889692","","1"
"akula-RAISER","akula-RAISER-UNRAISED-F","0","0.99974656270011","1",""
"akula-RAISER","akula-RAISER-UNRAISED-B","0","0.000253437299889692","1",""
"ala-RAISER","ala-RAISER-RAISED-F","2","0.919729459625237","","1"
"ala-RAISER","ala-RAISER-RAISED-B","20","0.0802705403747627","","1"
"ala-RAISER","ala-RAISER-UNRAISED-F","0","0.919729459625237","1",""
"ala-RAISER","ala-RAISER-UNRAISED-B","0","0.0802705403747627","1",""
"alahide-RAISER","alahide-RAISER-RAISED-F","285","7.39352925527929e-05","","1"
"alahide-RAISER","alahide-RAISER-RAISED-B","0","0.999926064707447","","1"
