"Input","Output","Frequency","VAgreeSurface","HarmonicUniformity","*Unraised","ID"
"abdul'eziz-NON_RAISER","abdul'eziz-NON_RAISER-UNRAISED-B","0","1","0.999954825244073","",""
"abdulla-NON_RAISER","abdulla-NON_RAISER-RAISED-F","0","1","0.974861437238657","","1"
"abdulla-NON_RAISER","abdulla-NON_RAISER-RAISED-B","0","","0.0251385627613432","","1"
"abdulla-NON_RAISER","abdulla-NON_RAISER-UNRAISED-F","0","1","0.974861437238657","",""
"abdulla-NON_RAISER","abdulla-NON_RAISER-UNRAISED-B","2","","0.0251385627613432","",""
"abdulla-RAISER","abdulla-RAISER-RAISED-F","0","1","0.974861437238657","","1"
"abdulla-RAISER","abdulla-RAISER-RAISED-B","2","","0.0251385627613432","","1"
"abdulla-RAISER","abdulla-RAISER-UNRAISED-F","1","1","0.974861437238657","1",""
"abdulla-RAISER","abdulla-RAISER-UNRAISED-B","24","","0.0251385627613432","1",""
"abdullah-NON_RAISER","abdullah-NON_RAISER-RAISED-F","0","1","0.999981893607509","","1"
"abdullah-NON_RAISER","abdullah-NON_RAISER-RAISED-B","0","","1.81063924913349e-05","","1"
"abdullah-NON_RAISER","abdullah-NON_RAISER-UNRAISED-F","0","1","0.999981893607509","",""
"abdullah-NON_RAISER","abdullah-NON_RAISER-UNRAISED-B","4","","1.81063924913349e-05","",""
"abduraxman-NON_RAISER","abduraxman-NON_RAISER-RAISED-F","0","1","0.999991048395227","","1"
"abduraxman-NON_RAISER","abduraxman-NON_RAISER-RAISED-B","0","","8.95160477343282e-06","","1"
"abduraxman-NON_RAISER","abduraxman-NON_RAISER-UNRAISED-F","0","1","0.999991048395227","",""
"abduraxman-NON_RAISER","abduraxman-NON_RAISER-UNRAISED-B","7","","8.95160477343282e-06","",""
"abdurehim-NON_RAISER","abdurehim-NON_RAISER-RAISED-F","0","1","0.239132010404688","","1"
"abdurehim-NON_RAISER","abdurehim-NON_RAISER-RAISED-B","0","","0.760867989595312","","1"
"abdurehim-NON_RAISER","abdurehim-NON_RAISER-UNRAISED-F","2","","0.239132010404688","",""
"abdurehim-NON_RAISER","abdurehim-NON_RAISER-UNRAISED-B","1","1","0.760867989595312","",""
"abduréhim-NON_RAISER","abduréhim-NON_RAISER-RAISED-F","0","1","0.794430132133566","","1"
"abduréhim-NON_RAISER","abduréhim-NON_RAISER-RAISED-B","0","","0.205569867866434","","1"
"abduréhim-NON_RAISER","abduréhim-NON_RAISER-UNRAISED-F","3","1","0.794430132133566","",""
"abduréhim-NON_RAISER","abduréhim-NON_RAISER-UNRAISED-B","10","","0.205569867866434","",""
"abduréshit-NON_RAISER","abduréshit-NON_RAISER-RAISED-F","0","1","0.999986227972366","","1"
"abduréshit-NON_RAISER","abduréshit-NON_RAISER-RAISED-B","0","","1.37720276340847e-05","","1"
"abduréshit-NON_RAISER","abduréshit-NON_RAISER-UNRAISED-F","0","1","0.999986227972366","",""
"abduréshit-NON_RAISER","abduréshit-NON_RAISER-UNRAISED-B","4","","1.37720276340847e-05","",""
"abduweli-NON_RAISER","abduweli-NON_RAISER-RAISED-F","0","1","3.12168787854425e-05","","1"
"abduweli-NON_RAISER","abduweli-NON_RAISER-RAISED-B","0","","0.999968783121215","","1"
"abduweli-NON_RAISER","abduweli-NON_RAISER-UNRAISED-F","12","","3.12168787854425e-05","",""
"abduweli-NON_RAISER","abduweli-NON_RAISER-UNRAISED-B","0","1","0.999968783121215","",""
"abide-RAISER","abide-RAISER-RAISED-F","67","1","6.65791713733658e-05","","1"
"abide-RAISER","abide-RAISER-RAISED-B","0","","0.999933420828627","","1"
"abide-RAISER","abide-RAISER-UNRAISED-F","0","","6.65791713733658e-05","1",""
"abide-RAISER","abide-RAISER-UNRAISED-B","0","1","0.999933420828627","1",""
"ablet-NON_RAISER","ablet-NON_RAISER-RAISED-F","0","1","3.42786459237236e-05","","1"
"ablet-NON_RAISER","ablet-NON_RAISER-RAISED-B","0","","0.999965721354076","","1"
"ablet-NON_RAISER","ablet-NON_RAISER-UNRAISED-F","4","","3.42786459237236e-05","",""
"ablet-NON_RAISER","ablet-NON_RAISER-UNRAISED-B","0","1","0.999965721354076","",""
"abont-NON_RAISER","abont-NON_RAISER-RAISED-F","0","1","0.999956302489474","","1"
"abont-NON_RAISER","abont-NON_RAISER-RAISED-B","0","","4.36975105261306e-05","","1"
"abont-NON_RAISER","abont-NON_RAISER-UNRAISED-F","0","1","0.999956302489474","",""
"abont-NON_RAISER","abont-NON_RAISER-UNRAISED-B","38","","4.36975105261306e-05","",""
"abroy-NON_RAISER","abroy-NON_RAISER-RAISED-F","0","1","0.999990594378682","","1"
"abroy-NON_RAISER","abroy-NON_RAISER-RAISED-B","0","","9.40562131779288e-06","","1"
"abroy-NON_RAISER","abroy-NON_RAISER-UNRAISED-F","0","1","0.999990594378682","",""
"abroy-NON_RAISER","abroy-NON_RAISER-UNRAISED-B","119","","9.40562131779288e-06","",""
"abruy-NON_RAISER","abruy-NON_RAISER-RAISED-F","0","1","0.999979687568739","","1"
"abruy-NON_RAISER","abruy-NON_RAISER-RAISED-B","0","","2.03124312609937e-05","","1"
"abruy-NON_RAISER","abruy-NON_RAISER-UNRAISED-F","0","1","0.999979687568739","",""
"abruy-NON_RAISER","abruy-NON_RAISER-UNRAISED-B","51","","2.03124312609937e-05","",""
"abzas-NON_RAISER","abzas-NON_RAISER-RAISED-F","0","1","0.999953160313742","","1"
"abzas-NON_RAISER","abzas-NON_RAISER-RAISED-B","0","","4.68396862584042e-05","","1"
"abzas-NON_RAISER","abzas-NON_RAISER-UNRAISED-F","0","1","0.999953160313742","",""
"abzas-NON_RAISER","abzas-NON_RAISER-UNRAISED-B","13","","4.68396862584042e-05","",""
"abzas-RAISER","abzas-RAISER-RAISED-F","0","1","0.999953160313742","","1"
"abzas-RAISER","abzas-RAISER-RAISED-B","1","","4.68396862584042e-05","","1"
"abzas-RAISER","abzas-RAISER-UNRAISED-F","0","1","0.999953160313742","1",""
"abzas-RAISER","abzas-RAISER-UNRAISED-B","0","","4.68396862584042e-05","1",""
"acha-NON_RAISER","acha-NON_RAISER-RAISED-F","0","1","0.999974581257576","","1"
"acha-NON_RAISER","acha-NON_RAISER-RAISED-B","0","","2.54187424235663e-05","","1"
"acha-NON_RAISER","acha-NON_RAISER-UNRAISED-F","0","1","0.999974581257576","",""
"acha-NON_RAISER","acha-NON_RAISER-UNRAISED-B","3","","2.54187424235663e-05","",""
"acha-RAISER","acha-RAISER-RAISED-F","0","1","0.999974581257576","","1"
"acha-RAISER","acha-RAISER-RAISED-B","5","","2.54187424235663e-05","","1"
"acha-RAISER","acha-RAISER-UNRAISED-F","0","1","0.999974581257576","1",""
"acha-RAISER","acha-RAISER-UNRAISED-B","0","","2.54187424235663e-05","1",""
"achal-NON_RAISER","achal-NON_RAISER-RAISED-F","0","1","0.999935148472127","","1"
"achal-NON_RAISER","achal-NON_RAISER-RAISED-B","0","","6.48515278727224e-05","","1"
"achal-NON_RAISER","achal-NON_RAISER-UNRAISED-F","0","1","0.999935148472127","",""
"achal-NON_RAISER","achal-NON_RAISER-UNRAISED-B","7","","6.48515278727224e-05","",""
"achal-RAISER","achal-RAISER-RAISED-F","0","1","0.999935148472127","","1"
"achal-RAISER","achal-RAISER-RAISED-B","3","","6.48515278727224e-05","","1"
"achal-RAISER","achal-RAISER-UNRAISED-F","0","1","0.999935148472127","1",""
"achal-RAISER","achal-RAISER-UNRAISED-B","0","","6.48515278727224e-05","1",""
"achquche-RAISER","achquche-RAISER-RAISED-F","2","1","0.908587782829536","","1"
"achquche-RAISER","achquche-RAISER-RAISED-B","21","","0.0914122171704639","","1"
"achquche-RAISER","achquche-RAISER-UNRAISED-F","0","","0.908587782829536","1",""
"achquche-RAISER","achquche-RAISER-UNRAISED-B","0","1","0.0914122171704639","1",""
"adalet-NON_RAISER","adalet-NON_RAISER-RAISED-F","0","1","1.89750084297961e-05","","1"
"adalet-NON_RAISER","adalet-NON_RAISER-RAISED-B","0","","0.99998102499157","","1"
"adalet-NON_RAISER","adalet-NON_RAISER-UNRAISED-F","306","","1.89750084297961e-05","",""
"adalet-NON_RAISER","adalet-NON_RAISER-UNRAISED-B","0","1","0.99998102499157","",""
"adalet-RAISER","adalet-RAISER-RAISED-F","15","1","1.89750084297961e-05","","1"
"adalet-RAISER","adalet-RAISER-RAISED-B","0","","0.99998102499157","","1"
"adalet-RAISER","adalet-RAISER-UNRAISED-F","0","","1.89750084297961e-05","1",""
"adalet-RAISER","adalet-RAISER-UNRAISED-B","0","1","0.99998102499157","1",""
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-RAISED-F","0","","7.0634018397807e-05","","1"
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-RAISED-B","0","1","0.999929365981602","","1"
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-UNRAISED-F","7","","7.0634018397807e-05","",""
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-UNRAISED-B","0","1","0.999929365981602","",""
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-RAISED-F","0","1","3.59477885121536e-05","","1"
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-RAISED-B","0","","0.999964052211488","","1"
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-UNRAISED-F","198","","3.59477885121536e-05","",""
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-UNRAISED-B","0","1","0.999964052211488","",""
"adash-NON_RAISER","adash-NON_RAISER-RAISED-F","0","1","0.999851281867256","","1"
"adash-NON_RAISER","adash-NON_RAISER-RAISED-B","0","","0.000148718132743864","","1"
"adash-NON_RAISER","adash-NON_RAISER-UNRAISED-F","0","1","0.999851281867256","",""
"adash-NON_RAISER","adash-NON_RAISER-UNRAISED-B","4","","0.000148718132743864","",""
"adawet-NON_RAISER","adawet-NON_RAISER-RAISED-F","0","1","5.66689613095653e-05","","1"
"adawet-NON_RAISER","adawet-NON_RAISER-RAISED-B","0","","0.99994333103869","","1"
"adawet-NON_RAISER","adawet-NON_RAISER-UNRAISED-F","20","","5.66689613095653e-05","",""
"adawet-NON_RAISER","adawet-NON_RAISER-UNRAISED-B","0","1","0.99994333103869","",""
"adawet-RAISER","adawet-RAISER-RAISED-F","1","1","5.66689613095653e-05","","1"
"adawet-RAISER","adawet-RAISER-RAISED-B","0","","0.99994333103869","","1"
"adawet-RAISER","adawet-RAISER-UNRAISED-F","0","","5.66689613095653e-05","1",""
"adawet-RAISER","adawet-RAISER-UNRAISED-B","0","1","0.99994333103869","1",""
"addiylash-NON_RAISER","addiylash-NON_RAISER-RAISED-F","0","1","0.999761837430226","","1"
"addiylash-NON_RAISER","addiylash-NON_RAISER-RAISED-B","0","","0.000238162569773603","","1"
"addiylash-NON_RAISER","addiylash-NON_RAISER-UNRAISED-F","0","1","0.999761837430226","",""
"addiylash-NON_RAISER","addiylash-NON_RAISER-UNRAISED-B","1","","0.000238162569773603","",""
"addiylash-RAISER","addiylash-RAISER-RAISED-F","0","1","0.999761837430226","","1"
"addiylash-RAISER","addiylash-RAISER-RAISED-B","1","","0.000238162569773603","","1"
"addiylash-RAISER","addiylash-RAISER-UNRAISED-F","0","1","0.999761837430226","1",""
"addiylash-RAISER","addiylash-RAISER-UNRAISED-B","0","","0.000238162569773603","1",""
"adem-NON_RAISER","adem-NON_RAISER-RAISED-F","0","1","0.00137615352359308","","1"
"adem-NON_RAISER","adem-NON_RAISER-RAISED-B","0","","0.998623846476407","","1"
"adem-NON_RAISER","adem-NON_RAISER-UNRAISED-F","4975","","0.00137615352359308","",""
"adem-NON_RAISER","adem-NON_RAISER-UNRAISED-B","7","1","0.998623846476407","",""
"ademiy-NON_RAISER","ademiy-NON_RAISER-RAISED-F","0","1","0.000114277557219748","","1"
"ademiy-NON_RAISER","ademiy-NON_RAISER-RAISED-B","0","","0.99988572244278","","1"
"ademiy-NON_RAISER","ademiy-NON_RAISER-UNRAISED-F","7","","0.000114277557219748","",""
"ademiy-NON_RAISER","ademiy-NON_RAISER-UNRAISED-B","0","1","0.99988572244278","",""
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-RAISED-F","0","","0.000148244046010137","","1"
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-RAISED-B","0","1","0.99985175595399","","1"
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-UNRAISED-F","6","","0.000148244046010137","",""
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-UNRAISED-B","0","1","0.99985175595399","",""
"ademxor-NON_RAISER","ademxor-NON_RAISER-RAISED-F","0","","0.999531322419873","","1"
"ademxor-NON_RAISER","ademxor-NON_RAISER-RAISED-B","0","1","0.000468677580126919","","1"
"ademxor-NON_RAISER","ademxor-NON_RAISER-UNRAISED-F","0","1","0.999531322419873","",""
"ademxor-NON_RAISER","ademxor-NON_RAISER-UNRAISED-B","1","","0.000468677580126919","",""
"ademzat-NON_RAISER","ademzat-NON_RAISER-RAISED-F","0","","0.999955617311594","","1"
"ademzat-NON_RAISER","ademzat-NON_RAISER-RAISED-B","0","1","4.43826884063414e-05","","1"
"ademzat-NON_RAISER","ademzat-NON_RAISER-UNRAISED-F","0","1","0.999955617311594","",""
"ademzat-NON_RAISER","ademzat-NON_RAISER-UNRAISED-B","12","","4.43826884063414e-05","",""
"adet-NON_RAISER","adet-NON_RAISER-RAISED-F","0","1","0.00259168808876421","","1"
"adet-NON_RAISER","adet-NON_RAISER-RAISED-B","0","","0.997408311911236","","1"
"adet-NON_RAISER","adet-NON_RAISER-UNRAISED-F","1757","","0.00259168808876421","",""
"adet-NON_RAISER","adet-NON_RAISER-UNRAISED-B","4","1","0.997408311911236","",""
"adet-RAISER","adet-RAISER-RAISED-F","110","1","0.00259168808876421","","1"
"adet-RAISER","adet-RAISER-RAISED-B","1","","0.997408311911236","","1"
"adet-RAISER","adet-RAISER-UNRAISED-F","0","","0.00259168808876421","1",""
"adet-RAISER","adet-RAISER-UNRAISED-B","0","1","0.997408311911236","1",""
"adiljan-NON_RAISER","adiljan-NON_RAISER-RAISED-F","0","1","0.99998470133825","","1"
"adiljan-NON_RAISER","adiljan-NON_RAISER-RAISED-B","0","","1.52986617502071e-05","","1"
"adiljan-NON_RAISER","adiljan-NON_RAISER-UNRAISED-F","0","1","0.99998470133825","",""
"adiljan-NON_RAISER","adiljan-NON_RAISER-UNRAISED-B","2","","1.52986617502071e-05","",""
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-RAISED-F","0","1","0.999994710733568","","1"
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-RAISED-B","0","","5.28926643239558e-06","","1"
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-UNRAISED-F","0","1","0.999994710733568","",""
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-UNRAISED-B","386","","5.28926643239558e-06","",""
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-RAISED-F","0","1","0.999864301747968","","1"
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-RAISED-B","0","","0.000135698252031524","","1"
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-UNRAISED-F","0","1","0.999864301747968","",""
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-UNRAISED-B","1","","0.000135698252031524","",""
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-RAISED-F","0","1","0.999987961492129","","1"
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-RAISED-B","0","","1.2038507870793e-05","","1"
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-UNRAISED-F","0","1","0.999987961492129","",""
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-UNRAISED-B","110","","1.2038507870793e-05","",""
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-RAISED-F","0","1","0.999946288355319","","1"
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-RAISED-B","0","","5.37116446807095e-05","","1"
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-UNRAISED-F","0","1","0.999946288355319","",""
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-UNRAISED-B","43","","5.37116446807095e-05","",""
"aghriqxana-RAISER","aghriqxana-RAISER-RAISED-F","0","1","0.999992434059263","","1"
"aghriqxana-RAISER","aghriqxana-RAISER-RAISED-B","9","","7.56594073736405e-06","","1"
"aghriqxana-RAISER","aghriqxana-RAISER-UNRAISED-F","0","1","0.999992434059263","1",""
"aghriqxana-RAISER","aghriqxana-RAISER-UNRAISED-B","416","","7.56594073736405e-06","1",""
"agronom-NON_RAISER","agronom-NON_RAISER-RAISED-F","0","1","0.999975954847673","","1"
"agronom-NON_RAISER","agronom-NON_RAISER-RAISED-B","0","","2.40451523274565e-05","","1"
"agronom-NON_RAISER","agronom-NON_RAISER-UNRAISED-F","0","1","0.999975954847673","",""
"agronom-NON_RAISER","agronom-NON_RAISER-UNRAISED-B","13","","2.40451523274565e-05","",""
"aha-RAISER","aha-RAISER-RAISED-F","1","1","0.286367900745747","","1"
"aha-RAISER","aha-RAISER-RAISED-B","0","","0.713632099254253","","1"
"aha-RAISER","aha-RAISER-UNRAISED-F","0","1","0.286367900745747","1",""
"aha-RAISER","aha-RAISER-UNRAISED-B","0","","0.713632099254253","1",""
"ahale-RAISER","ahale-RAISER-RAISED-F","1799","1","0.212228302244298","","1"
"ahale-RAISER","ahale-RAISER-RAISED-B","485","","0.787771697755702","","1"
"ahale-RAISER","ahale-RAISER-UNRAISED-F","0","","0.212228302244298","1",""
"ahale-RAISER","ahale-RAISER-UNRAISED-B","0","1","0.787771697755702","1",""
"ahanet-NON_RAISER","ahanet-NON_RAISER-RAISED-F","0","1","6.63213880803263e-05","","1"
"ahanet-NON_RAISER","ahanet-NON_RAISER-RAISED-B","0","","0.99993367861192","","1"
"ahanet-NON_RAISER","ahanet-NON_RAISER-UNRAISED-F","8","","6.63213880803263e-05","",""
"ahanet-NON_RAISER","ahanet-NON_RAISER-UNRAISED-B","0","1","0.99993367861192","",""
"ahanet-RAISER","ahanet-RAISER-RAISED-F","3","1","6.63213880803263e-05","","1"
"ahanet-RAISER","ahanet-RAISER-RAISED-B","0","","0.99993367861192","","1"
"ahanet-RAISER","ahanet-RAISER-UNRAISED-F","0","","6.63213880803263e-05","1",""
"ahanet-RAISER","ahanet-RAISER-UNRAISED-B","0","1","0.99993367861192","1",""
"ahang-NON_RAISER","ahang-NON_RAISER-RAISED-F","0","1","0.999908670660678","","1"
"ahang-NON_RAISER","ahang-NON_RAISER-RAISED-B","0","","9.13293393215442e-05","","1"
"ahang-NON_RAISER","ahang-NON_RAISER-UNRAISED-F","0","1","0.999908670660678","",""
"ahang-NON_RAISER","ahang-NON_RAISER-UNRAISED-B","17","","9.13293393215442e-05","",""
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-RAISED-F","0","1","0.999708703318541","","1"
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-RAISED-B","0","","0.000291296681459108","","1"
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-UNRAISED-F","0","1","0.999708703318541","",""
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-UNRAISED-B","3","","0.000291296681459108","",""
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-RAISED-F","0","1","0.99986816977722","","1"
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-RAISED-B","0","","0.000131830222780405","","1"
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-UNRAISED-F","0","1","0.99986816977722","",""
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-UNRAISED-B","8","","0.000131830222780405","",""
"ajizla-RAISER","ajizla-RAISER-RAISED-F","0","1","0.999880102860672","","1"
"ajizla-RAISER","ajizla-RAISER-RAISED-B","7","","0.000119897139327807","","1"
"ajizla-RAISER","ajizla-RAISER-UNRAISED-F","0","1","0.999880102860672","1",""
"ajizla-RAISER","ajizla-RAISER-UNRAISED-B","0","","0.000119897139327807","1",""
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-RAISED-F","0","1","0.999960183415906","","1"
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-RAISED-B","0","","3.98165840939102e-05","","1"
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-UNRAISED-F","0","1","0.999960183415906","",""
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-UNRAISED-B","7","","3.98165840939102e-05","",""
"ajizlash-RAISER","ajizlash-RAISER-RAISED-F","0","1","0.999960183415906","","1"
"ajizlash-RAISER","ajizlash-RAISER-RAISED-B","23","","3.98165840939102e-05","","1"
"ajizlash-RAISER","ajizlash-RAISER-UNRAISED-F","0","1","0.999960183415906","1",""
"ajizlash-RAISER","ajizlash-RAISER-UNRAISED-B","0","","3.98165840939102e-05","1",""
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-RAISED-F","0","1","0.999945989853515","","1"
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-RAISED-B","0","","5.4010146484651e-05","","1"
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-UNRAISED-F","0","1","0.999945989853515","",""
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-UNRAISED-B","5","","5.4010146484651e-05","",""
"ajizlat-RAISER","ajizlat-RAISER-RAISED-F","0","1","0.999945989853515","","1"
"ajizlat-RAISER","ajizlat-RAISER-RAISED-B","25","","5.4010146484651e-05","","1"
"ajizlat-RAISER","ajizlat-RAISER-UNRAISED-F","0","1","0.999945989853515","1",""
"ajizlat-RAISER","ajizlat-RAISER-UNRAISED-B","0","","5.4010146484651e-05","1",""
"ajral-NON_RAISER","ajral-NON_RAISER-RAISED-F","0","1","0.999970880708658","","1"
"ajral-NON_RAISER","ajral-NON_RAISER-RAISED-B","0","","2.91192913423055e-05","","1"
"ajral-NON_RAISER","ajral-NON_RAISER-UNRAISED-F","0","1","0.999970880708658","",""
"ajral-NON_RAISER","ajral-NON_RAISER-UNRAISED-B","108","","2.91192913423055e-05","",""
"ajrash-NON_RAISER","ajrash-NON_RAISER-RAISED-F","0","1","0.999916229245974","","1"
"ajrash-NON_RAISER","ajrash-NON_RAISER-RAISED-B","0","","8.37707540255472e-05","","1"
"ajrash-NON_RAISER","ajrash-NON_RAISER-UNRAISED-F","0","1","0.999916229245974","",""
"ajrash-NON_RAISER","ajrash-NON_RAISER-UNRAISED-B","1","","8.37707540255472e-05","",""
"ajrash-RAISER","ajrash-RAISER-RAISED-F","0","1","0.999916229245974","","1"
"ajrash-RAISER","ajrash-RAISER-RAISED-B","11","","8.37707540255472e-05","","1"
"ajrash-RAISER","ajrash-RAISER-UNRAISED-F","0","1","0.999916229245974","1",""
"ajrash-RAISER","ajrash-RAISER-UNRAISED-B","0","","8.37707540255472e-05","1",""
"ajrat-NON_RAISER","ajrat-NON_RAISER-RAISED-F","0","1","0.999972796631582","","1"
"ajrat-NON_RAISER","ajrat-NON_RAISER-RAISED-B","0","","2.72033684184381e-05","","1"
"ajrat-NON_RAISER","ajrat-NON_RAISER-UNRAISED-F","0","1","0.999972796631582","",""
"ajrat-NON_RAISER","ajrat-NON_RAISER-UNRAISED-B","37","","2.72033684184381e-05","",""
"ajrat-RAISER","ajrat-RAISER-RAISED-F","0","1","0.999972796631582","","1"
"ajrat-RAISER","ajrat-RAISER-RAISED-B","23","","2.72033684184381e-05","","1"
"ajrat-RAISER","ajrat-RAISER-UNRAISED-F","0","1","0.999972796631582","1",""
"ajrat-RAISER","ajrat-RAISER-UNRAISED-B","0","","2.72033684184381e-05","1",""
"akadémiye-RAISER","akadémiye-RAISER-RAISED-F","95","1","3.05219873799358e-05","","1"
"akadémiye-RAISER","akadémiye-RAISER-RAISED-B","0","","0.99996947801262","","1"
"akadémiye-RAISER","akadémiye-RAISER-UNRAISED-F","144","","3.05219873799358e-05","1",""
"akadémiye-RAISER","akadémiye-RAISER-UNRAISED-B","0","1","0.99996947801262","1",""
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-RAISED-F","0","1","0.999891825743874","","1"
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-RAISED-B","0","","0.000108174256126081","","1"
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-UNRAISED-F","0","1","0.999891825743874","",""
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-UNRAISED-B","4","","0.000108174256126081","",""
"aksi'oma-RAISER","aksi'oma-RAISER-RAISED-F","0","1","0.999702963028987","","1"
"aksi'oma-RAISER","aksi'oma-RAISER-RAISED-B","3","","0.000297036971013243","","1"
"aksi'oma-RAISER","aksi'oma-RAISER-UNRAISED-F","0","1","0.999702963028987","1",""
"aksi'oma-RAISER","aksi'oma-RAISER-UNRAISED-B","0","","0.000297036971013243","1",""
"aksioma-RAISER","aksioma-RAISER-RAISED-F","0","1","0.99978567674325","","1"
"aksioma-RAISER","aksioma-RAISER-RAISED-B","1","","0.000214323256750193","","1"
